c_report_date,c_fd_code,c_stk_pos_avg,c_stk_pos_chg_avg,c_stk_pos_level,c_stk_timing,c_updatetime
2025-09-30,000595,89.397500,2.667100,中高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000595,88.691300,2.671400,中高仓位,不择时,2026-02-26 09:27:15.134
2025-12-31,000598,91.645000,1.158600,高仓位,不择时,2026-02-25 18:15:19.294
2025-09-30,000598,90.711300,1.412900,高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000598,89.591300,1.457100,中高仓位,不择时,2026-02-26 09:27:15.134
2025-12-31,000601,89.587500,3.081400,中高仓位,不择时,2026-02-25 18:15:19.294
2025-09-30,000601,89.208800,3.210000,中高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000601,89.293800,3.434300,中高仓位,不择时,2026-02-26 09:27:15.134
2025-12-31,000603,90.360000,3.048600,高仓位,不择时,2026-02-25 18:15:19.294
2025-09-30,000603,90.131300,3.210000,高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000603,90.353800,3.717100,高仓位,不择时,2026-02-26 09:27:15.134
2025-12-31,000609,85.666300,1.514300,中高仓位,不择时,2026-02-25 18:15:19.294
2025-09-30,000609,85.440000,1.684300,中高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000609,84.863800,1.851400,中高仓位,不择时,2026-02-26 09:27:15.134
2025-12-31,000612,90.596300,2.112900,高仓位,不择时,2026-02-25 18:15:19.294
2025-09-30,000612,90.825000,2.654300,高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000612,91.007500,2.345700,高仓位,不择时,2026-02-26 09:27:15.134
2025-12-31,000619,78.705000,10.897100,中高仓位,择时,2026-02-25 18:15:19.294
2025-09-30,000619,79.116300,11.097100,中高仓位,择时,2026-02-26 09:27:32.215
2025-06-30,000619,79.236300,10.997100,中高仓位,择时,2026-02-26 09:27:15.134
2025-12-31,000634,90.237500,2.627100,高仓位,不择时,2026-02-25 18:15:19.294
2025-09-30,000634,91.110000,1.692900,高仓位,不择时,2026-02-26 09:27:32.215
2025-06-30,000634,90.861300,1.905700,高仓位,不择时,2026-02-26 09:27:15.134
