c_fd_code,c_report_date,c_bd_code,c_bd_type,c_style,c_notice_date,c_bd_inner_code,c_bd_name,c_hold_num,c_hold_value,c_nav_ratio,c_is_stat
000203,2025-06-30,259923,1,02,2025-08-29,1004204345,25贴现国债23,2100000.000000,209085710.840000,2.810000,-1
000203,2025-06-30,259923,1,05,2025-07-21,1004204345,25贴现国债23,2100000.000000,209085710.840000,2.810000,-1
000203,2025-06-30,012580255,1,05,2025-07-21,1004095937,25电网SCP004,2000000.000000,201303339.920000,2.700000,-1
000203,2025-06-30,012580255,1,02,2025-08-29,1004095937,25电网SCP004,2000000.000000,201303339.920000,2.700000,-1
000203,2025-06-30,112592650,1,05,2025-07-21,1004148516,25宁波银行CD035,2000000.000000,199337178.600000,2.680000,-1
000203,2025-06-30,112402097,1,05,2025-07-21,1003916376,24工商银行CD097,2000000.000000,199428275.710000,2.680000,-1
000203,2025-06-30,112592650,1,02,2025-08-29,1004148516,25宁波银行CD035,2000000.000000,199337178.600000,2.680000,-1
000203,2025-06-30,112402097,1,02,2025-08-29,1003916376,24工商银行CD097,2000000.000000,199428275.710000,2.680000,-1
000203,2025-06-30,112506126,1,05,2025-07-21,1004251562,25交通银行CD126,2000000.000000,198663856.000000,2.670000,-1
000203,2025-06-30,112515064,1,05,2025-07-21,1004176193,25民生银行CD064,2000000.000000,199093652.160000,2.670000,-1
000203,2025-06-30,112506112,1,05,2025-07-21,1004217530,25交通银行CD112,2000000.000000,198905035.050000,2.670000,-1
000203,2025-06-30,112595708,1,02,2025-08-29,1004222028,25南京银行CD085,2000000.000000,198854726.770000,2.670000,-1
