c_fd_code,c_report_date,c_bd_code,c_bd_type,c_style,c_notice_date,c_bd_inner_code,c_bd_name,c_hold_num,c_hold_value,c_nav_ratio,c_is_stat
000001,2025-12-31,250206,1,06,2026-01-22,1004187568,25国开06,1100000.000000,111293660.270000,3.790000,-1
000001,2025-12-31,250304,1,06,2026-01-22,1004173845,25进出04,700000.000000,70862246.580000,2.410000,-1
000001,2025-12-31,524462,1,06,2026-01-22,1004414100,25广D13,500000.000000,50143043.840000,1.710000,-1
000001,2025-12-31,019785,1,06,2026-01-22,1004310916,25国债13,487000.000000,48993667.670000,1.670000,-1
000001,2025-12-31,072510231,1,06,2026-01-22,1004385886,25国开证券CP003,300000.000000,30158219.180000,1.030000,-1
000001,2025-12-31,127061,2,06,2026-01-22,1003062868,美锦转债,,6358320.570000,0.220000,-1
000001,2025-12-31,110086,2,06,2026-01-22,1003064622,精工转债,,6339568.650000,0.220000,-1
000001,2025-12-31,127068,2,06,2026-01-22,1003195182,顺博转债,,6415669.610000,0.220000,-1
000001,2025-12-31,113658,2,06,2026-01-22,1003237127,密卫转债,,5834489.190000,0.200000,-1
000001,2025-12-31,128138,2,06,2026-01-22,1002443333,侨银转债,,5781633.090000,0.200000,-1
000001,2025-12-31,123193,2,06,2026-01-22,1003446391,海能转债,,5789071.470000,0.200000,-1
000001,2025-12-31,113691,2,06,2026-01-22,1003984170,和邦转债,,5884498.970000,0.200000,-1
000001,2025-12-31,110095,2,06,2026-01-22,1003556454,双良转债,,5544185.100000,0.190000,-1
000001,2025-12-31,113640,2,06,2026-01-22,1002945677,苏利转债,,5633115.330000,0.190000,-1
000001,2025-12-31,123112,2,06,2026-01-22,1002603668,万讯转债,,5700760.520000,0.190000,-1
000001,2025-12-31,127016,2,06,2026-01-22,1002204295,鲁泰转债,,5334050.250000,0.180000,-1
000001,2025-12-31,113666,2,06,2026-01-22,1003393996,爱玛转债,,5220126.140000,0.180000,-1
000001,2025-12-31,113680,2,06,2026-01-22,1003650892,丽岛转债,,5263213.910000,0.180000,-1
000001,2025-12-31,123088,2,06,2026-01-22,1002479322,威唐转债,,5286059.490000,0.180000,-1
000001,2025-12-31,123104,2,06,2026-01-22,1002578131,卫宁转债,,5197165.530000,0.180000,-1
000001,2025-12-31,123165,2,06,2026-01-22,1003272959,回天转债,,5357081.150000,0.180000,-1
000001,2025-12-31,113046,2,06,2026-01-22,1002583641,金田转债,,5396560.590000,0.180000,-1
000001,2025-12-31,128142,2,06,2026-01-22,1002482888,新乳转债,,5268875.100000,0.180000,-1
000001,2025-12-31,110090,2,06,2026-01-22,1003243463,爱迪转债,,5391098.360000,0.180000,-1
000001,2025-12-31,127056,2,06,2026-01-22,1002954710,中特转债,,5227229.230000,0.180000,-1
000001,2025-12-31,113056,2,06,2026-01-22,1002985644,重银转债,,5207015.410000,0.180000,-1
000001,2025-12-31,127069,2,06,2026-01-22,1003195188,小熊转债,,5043520.470000,0.170000,-1
000001,2025-12-31,128141,2,06,2026-01-22,1002481962,旺能转债,,5056026.260000,0.170000,-1
000001,2025-12-31,113679,2,06,2026-01-22,1003630621,芯能转债,,4774454.170000,0.160000,-1
000001,2025-12-31,123243,2,06,2026-01-22,1003878658,严牌转债,,4230450.200000,0.140000,-1
000001,2025-12-31,111016,2,06,2026-01-22,1003540823,神通转债,,3996699.770000,0.140000,-1
000001,2025-12-31,113670,2,06,2026-01-22,1003448495,金23转债,,3958888.620000,0.130000,-1
000001,2025-12-31,118031,2,06,2026-01-22,1003382516,天23转债,,3498500.130000,0.120000,-1
000001,2025-12-31,113649,2,06,2026-01-22,1003129463,丰山转债,,2810285.180000,0.100000,-1
000001,2025-12-31,118039,2,06,2026-01-22,1003537096,煜邦转债,,2725183.080000,0.090000,-1
000001,2025-12-31,123085,2,06,2026-01-22,1002476825,万顺转2,,2593372.680000,0.090000,-1
000001,2025-12-31,113653,2,06,2026-01-22,1003159303,永22转债,,2721207.550000,0.090000,-1
000001,2025-12-31,123197,2,06,2026-01-22,1003467921,光力转债,,1592397.740000,0.050000,-1
000001,2025-12-31,113654,2,06,2026-01-22,1003186463,永02转债,,1116548.280000,0.040000,-1
000001,2025-09-30,250304,1,03,2025-10-28,1004173845,25进出04,700000.000000,70581767.120000,2.230000,-1
000001,2025-09-30,250206,1,03,2025-10-28,1004187568,25国开06,600000.000000,60472734.250000,1.910000,-1
000001,2025-09-30,524272,1,03,2025-10-28,1004239937,25广发D6,500000.000000,50238726.030000,1.590000,-1
000001,2025-09-30,019785,1,03,2025-10-28,1004310916,25国债13,360000.000000,36071201.100000,1.140000,-1
000001,2025-09-30,250421,1,03,2025-10-28,1004240039,25农发21,330000.000000,33132569.590000,1.050000,-1
000001,2025-09-30,110059,2,03,2025-10-28,1002020923,浦发转债,,8608192.180000,0.270000,-1
000001,2025-09-30,118051,2,03,2025-10-28,1004019158,皓元转债,,7606350.320000,0.240000,-1
000001,2025-09-30,123146,2,03,2025-10-28,1003072188,中环转2,,6556641.080000,0.210000,-1
000001,2025-09-30,110095,2,03,2025-10-28,1003556454,双良转债,,6269683.090000,0.200000,-1
000001,2025-09-30,127068,2,03,2025-10-28,1003195182,顺博转债,,6244028.320000,0.200000,-1
000001,2025-09-30,128108,2,03,2025-10-28,1002251664,蓝帆转债,,5859904.610000,0.190000,-1
000001,2025-09-30,110086,2,03,2025-10-28,1003064622,精工转债,,6017899.770000,0.190000,-1
000001,2025-09-30,127061,2,03,2025-10-28,1003062868,美锦转债,,6081442.410000,0.190000,-1
000001,2025-09-30,113658,2,03,2025-10-28,1003237127,密卫转债,,5943550.250000,0.190000,-1
000001,2025-09-30,128138,2,03,2025-10-28,1002443333,侨银转债,,5982761.550000,0.190000,-1
000001,2025-09-30,118031,2,03,2025-10-28,1003382516,天23转债,,5954748.040000,0.190000,-1
000001,2025-09-30,123193,2,03,2025-10-28,1003446391,海能转债,,5881402.250000,0.190000,-1
000001,2025-09-30,123085,2,03,2025-10-28,1002476825,万顺转2,,5754658.440000,0.180000,-1
000001,2025-09-30,113058,2,03,2025-10-28,1002990981,友发转债,,5706603.850000,0.180000,-1
000001,2025-09-30,113656,2,03,2025-10-28,1003209653,嘉诚转债,,5816988.630000,0.180000,-1
000001,2025-09-30,113691,2,03,2025-10-28,1003984170,和邦转债,,5554554.110000,0.180000,-1
000001,2025-09-30,123207,2,03,2025-10-28,1003538141,冠中转债,,5732507.500000,0.180000,-1
000001,2025-09-30,113644,2,03,2025-10-28,1003060085,艾迪转债,,5242225.050000,0.170000,-1
000001,2025-09-30,113577,2,03,2025-10-28,1002211962,春秋转债,,5395976.520000,0.170000,-1
000001,2025-09-30,113627,2,03,2025-10-28,1002699508,太平转债,,5218222.220000,0.170000,-1
000001,2025-09-30,123240,2,03,2025-10-28,1003721158,楚天转债,,5275722.170000,0.170000,-1
000001,2025-09-30,127016,2,03,2025-10-28,1002204295,鲁泰转债,,5449212.270000,0.170000,-1
000001,2025-09-30,113640,2,03,2025-10-28,1002945677,苏利转债,,5432445.990000,0.170000,-1
000001,2025-09-30,110081,2,03,2025-10-28,1002724770,闻泰转债,,5356478.010000,0.170000,-1
000001,2025-09-30,123104,2,03,2025-10-28,1002578131,卫宁转债,,5194958.310000,0.160000,-1
000001,2025-09-30,128142,2,03,2025-10-28,1002482888,新乳转债,,5203755.060000,0.160000,-1
000001,2025-09-30,127019,2,03,2025-10-28,1002304357,国城转债,,5064816.260000,0.160000,-1
000001,2025-09-30,128116,2,03,2025-10-28,1002282371,瑞达转债,,4563988.090000,0.140000,-1
000001,2025-09-30,123243,2,03,2025-10-28,1003878658,严牌转债,,3988857.730000,0.130000,-1
000001,2025-09-30,127083,2,03,2025-10-28,1003423126,山路转债,,4162620.290000,0.130000,-1
000001,2025-09-30,118005,2,03,2025-10-28,1002926322,天奈转债,,3891117.360000,0.120000,-1
000001,2025-09-30,111004,2,03,2025-10-28,1002991161,明新转债,,3081517.170000,0.100000,-1
000001,2025-09-30,113046,2,03,2025-10-28,1002583641,金田转债,,2881974.780000,0.090000,-1
000001,2025-09-30,113649,2,03,2025-10-28,1003129463,丰山转债,,2833916.080000,0.090000,-1
000001,2025-09-30,118039,2,03,2025-10-28,1003537096,煜邦转债,,2668691.200000,0.080000,-1
000001,2025-09-30,110082,2,03,2025-10-28,1002819349,宏发转债,,2604254.300000,0.080000,-1
000001,2025-09-30,123179,2,03,2025-10-28,1003407631,立高转债,,2026988.650000,0.060000,-1
000001,2025-09-30,127026,2,03,2025-10-28,1002469181,超声转债,,1425298.090000,0.050000,-1
000001,2025-09-30,113655,2,03,2025-10-28,1003187622,欧22转债,,1663771.070000,0.050000,-1
000001,2025-09-30,113647,2,03,2025-10-28,1003064584,禾丰转债,,1344516.780000,0.040000,-1
000001,2025-06-30,250304,1,02,2025-08-30,1004173845,25进出04,1000000.000000,100470410.960000,3.860000,-1
000001,2025-06-30,250304,1,05,2025-07-21,1004173845,25进出04,1000000.000000,100470410.960000,3.860000,-1
000001,2025-06-30,524272,1,02,2025-08-30,1004239937,25广发D6,500000.000000,50077410.960000,1.930000,-1
000001,2025-06-30,524272,1,05,2025-07-21,1004239937,25广发D6,500000.000000,50077410.960000,1.930000,-1
000001,2025-06-30,012400398,1,02,2025-08-30,1004056763,24振兴基金SCP002,300000.000000,30306933.700000,1.170000,-1
000001,2025-06-30,012400398,1,05,2025-07-21,1004056763,24振兴基金SCP002,300000.000000,30306933.700000,1.170000,-1
000001,2025-06-30,240214,1,05,2025-07-21,1003707302,24国开14,260000.000000,26310700.000000,1.010000,-1
000001,2025-06-30,240214,1,02,2025-08-30,1003707302,24国开14,260000.000000,26310700.000000,1.010000,-1
000001,2025-06-30,200315,1,02,2025-08-30,1002416481,20进出15,200000.000000,20591742.470000,0.790000,-1
000001,2025-06-30,200315,1,05,2025-07-21,1002416481,20进出15,200000.000000,20591742.470000,0.790000,-1
000001,2025-06-30,110059,2,02,2025-08-30,1002020923,浦发转债,,8761547.020000,0.340000,-1
000001,2025-06-30,110059,2,05,2025-07-21,1002020923,浦发转债,,8761547.020000,0.340000,-1
000001,2025-06-30,113629,2,02,2025-08-30,1002777870,泉峰转债,,6653578.010000,0.260000,-1
000001,2025-06-30,113629,2,05,2025-07-21,1002777870,泉峰转债,,6653578.010000,0.260000,-1
000001,2025-06-30,128116,2,05,2025-07-21,1002282371,瑞达转债,,5890702.320000,0.230000,-1
000001,2025-06-30,128116,2,02,2025-08-30,1002282371,瑞达转债,,5890702.320000,0.230000,-1
000001,2025-06-30,127061,2,05,2025-07-21,1003062868,美锦转债,,5604038.750000,0.220000,-1
000001,2025-06-30,128138,2,05,2025-07-21,1002443333,侨银转债,,5751394.740000,0.220000,-1
000001,2025-06-30,123146,2,05,2025-07-21,1003072188,中环转2,,5695198.900000,0.220000,-1
000001,2025-06-30,128108,2,02,2025-08-30,1002251664,蓝帆转债,,5678652.500000,0.220000,-1
000001,2025-06-30,127068,2,02,2025-08-30,1003195182,顺博转债,,5758153.970000,0.220000,-1
000001,2025-06-30,128108,2,05,2025-07-21,1002251664,蓝帆转债,,5678652.500000,0.220000,-1
000001,2025-06-30,128138,2,02,2025-08-30,1002443333,侨银转债,,5751394.740000,0.220000,-1
000001,2025-06-30,127061,2,02,2025-08-30,1003062868,美锦转债,,5604038.750000,0.220000,-1
000001,2025-06-30,123146,2,02,2025-08-30,1003072188,中环转2,,5695198.900000,0.220000,-1
000001,2025-06-30,110064,2,05,2025-07-21,1002092330,建工转债,,5607177.830000,0.220000,-1
000001,2025-06-30,110064,2,02,2025-08-30,1002092330,建工转债,,5607177.830000,0.220000,-1
000001,2025-06-30,118005,2,02,2025-08-30,1002926322,天奈转债,,5799744.220000,0.220000,-1
000001,2025-06-30,118005,2,05,2025-07-21,1002926322,天奈转债,,5799744.220000,0.220000,-1
000001,2025-06-30,127068,2,05,2025-07-21,1003195182,顺博转债,,5758153.970000,0.220000,-1
000001,2025-06-30,110086,2,02,2025-08-30,1003064622,精工转债,,5573450.090000,0.210000,-1
000001,2025-06-30,123063,2,02,2025-08-30,1002314932,大禹转债,,5549025.090000,0.210000,-1
000001,2025-06-30,127016,2,05,2025-07-21,1002204295,鲁泰转债,,5341902.800000,0.210000,-1
000001,2025-06-30,113641,2,05,2025-07-21,1002953326,华友转债,,5497122.950000,0.210000,-1
000001,2025-06-30,113549,2,02,2025-08-30,1002042913,白电转债,,5472498.270000,0.210000,-1
000001,2025-06-30,113577,2,02,2025-08-30,1002211962,春秋转债,,5385148.770000,0.210000,-1
000001,2025-06-30,128071,2,05,2025-07-21,1001943184,合兴转债,,5329732.350000,0.210000,-1
000001,2025-06-30,128081,2,05,2025-07-21,1002047868,海亮转债,,5331048.990000,0.210000,-1
000001,2025-06-30,123193,2,05,2025-07-21,1003446391,海能转债,,5576343.420000,0.210000,-1
000001,2025-06-30,113656,2,02,2025-08-30,1003209653,嘉诚转债,,5498824.370000,0.210000,-1
000001,2025-06-30,128081,2,02,2025-08-30,1002047868,海亮转债,,5331048.990000,0.210000,-1
000001,2025-06-30,113641,2,02,2025-08-30,1002953326,华友转债,,5497122.950000,0.210000,-1
000001,2025-06-30,113577,2,05,2025-07-21,1002211962,春秋转债,,5385148.770000,0.210000,-1
000001,2025-06-30,123193,2,02,2025-08-30,1003446391,海能转债,,5576343.420000,0.210000,-1
000001,2025-06-30,128071,2,02,2025-08-30,1001943184,合兴转债,,5329732.350000,0.210000,-1
000001,2025-06-30,113656,2,05,2025-07-21,1003209653,嘉诚转债,,5498824.370000,0.210000,-1
000001,2025-06-30,123063,2,05,2025-07-21,1002314932,大禹转债,,5549025.090000,0.210000,-1
000001,2025-06-30,113549,2,05,2025-07-21,1002042913,白电转债,,5472498.270000,0.210000,-1
000001,2025-06-30,118013,2,05,2025-07-21,1003139421,道通转债,,5352084.670000,0.210000,-1
000001,2025-06-30,127019,2,02,2025-08-30,1002304357,国城转债,,5398393.370000,0.210000,-1
000001,2025-06-30,118013,2,02,2025-08-30,1003139421,道通转债,,5352084.670000,0.210000,-1
000001,2025-06-30,110086,2,05,2025-07-21,1003064622,精工转债,,5573450.090000,0.210000,-1
000001,2025-06-30,127016,2,02,2025-08-30,1002204295,鲁泰转债,,5341902.800000,0.210000,-1
000001,2025-06-30,127019,2,05,2025-07-21,1002304357,国城转债,,5398393.370000,0.210000,-1
000001,2025-06-30,110095,2,02,2025-08-30,1003556454,双良转债,,5248255.090000,0.200000,-1
000001,2025-06-30,113627,2,02,2025-08-30,1002699508,太平转债,,5083625.100000,0.200000,-1
000001,2025-06-30,110095,2,05,2025-07-21,1003556454,双良转债,,5248255.090000,0.200000,-1
000001,2025-06-30,111007,2,05,2025-07-21,1003252220,永和转债,,5257163.050000,0.200000,-1
000001,2025-06-30,111007,2,02,2025-08-30,1003252220,永和转债,,5257163.050000,0.200000,-1
000001,2025-06-30,113046,2,05,2025-07-21,1002583641,金田转债,,5299746.500000,0.200000,-1
000001,2025-06-30,123104,2,02,2025-08-30,1002578131,卫宁转债,,5143987.830000,0.200000,-1
000001,2025-06-30,113046,2,02,2025-08-30,1002583641,金田转债,,5299746.500000,0.200000,-1
000001,2025-06-30,113058,2,05,2025-07-21,1002990981,友发转债,,5108198.010000,0.200000,-1
000001,2025-06-30,113058,2,02,2025-08-30,1002990981,友发转债,,5108198.010000,0.200000,-1
000001,2025-06-30,127101,2,02,2025-08-30,1003685440,豪鹏转债,,5238968.960000,0.200000,-1
000001,2025-06-30,123247,2,02,2025-08-30,1003911119,万凯转债,,5131436.560000,0.200000,-1
000001,2025-06-30,123104,2,05,2025-07-21,1002578131,卫宁转债,,5143987.830000,0.200000,-1
000001,2025-06-30,113627,2,05,2025-07-21,1002699508,太平转债,,5083625.100000,0.200000,-1
000001,2025-06-30,128142,2,05,2025-07-21,1002482888,新乳转债,,5237823.050000,0.200000,-1
000001,2025-06-30,127101,2,05,2025-07-21,1003685440,豪鹏转债,,5238968.960000,0.200000,-1
000001,2025-06-30,128142,2,02,2025-08-30,1002482888,新乳转债,,5237823.050000,0.200000,-1
000001,2025-06-30,123247,2,05,2025-07-21,1003911119,万凯转债,,5131436.560000,0.200000,-1
000001,2025-06-30,123161,2,05,2025-07-21,1003252386,强联转债,,5002629.120000,0.190000,-1
000001,2025-06-30,113644,2,02,2025-08-30,1003060085,艾迪转债,,4904543.840000,0.190000,-1
000001,2025-06-30,118051,2,02,2025-08-30,1004019158,皓元转债,,4929769.970000,0.190000,-1
000001,2025-06-30,123161,2,02,2025-08-30,1003252386,强联转债,,5002629.120000,0.190000,-1
000001,2025-06-30,118031,2,05,2025-07-21,1003382516,天23转债,,4947716.190000,0.190000,-1
000001,2025-06-30,118031,2,02,2025-08-30,1003382516,天23转债,,4947716.190000,0.190000,-1
000001,2025-06-30,113644,2,05,2025-07-21,1003060085,艾迪转债,,4904543.840000,0.190000,-1
000001,2025-06-30,118051,2,05,2025-07-21,1004019158,皓元转债,,4929769.970000,0.190000,-1
000001,2025-06-30,123221,2,05,2025-07-21,1003570827,力诺转债,,4798774.990000,0.180000,-1
000001,2025-06-30,123221,2,02,2025-08-30,1003570827,力诺转债,,4798774.990000,0.180000,-1
000001,2025-06-30,113691,2,05,2025-07-21,1003984170,和邦转债,,4756582.050000,0.180000,-1
000001,2025-06-30,113691,2,02,2025-08-30,1003984170,和邦转债,,4756582.050000,0.180000,-1
000001,2025-06-30,123087,2,05,2025-07-21,1002479333,明电转债,,4445667.860000,0.170000,-1
000001,2025-06-30,123087,2,02,2025-08-30,1002479333,明电转债,,4445667.860000,0.170000,-1
000001,2025-06-30,127106,2,02,2025-08-30,1003908257,伟隆转债,,4067366.650000,0.160000,-1
000001,2025-06-30,127106,2,05,2025-07-21,1003908257,伟隆转债,,4067366.650000,0.160000,-1
000001,2025-06-30,123179,2,02,2025-08-30,1003407631,立高转债,,3845176.780000,0.150000,-1
000001,2025-06-30,123194,2,02,2025-08-30,1003447458,百洋转债,,3990696.880000,0.150000,-1
000001,2025-06-30,123243,2,02,2025-08-30,1003878658,严牌转债,,3833893.280000,0.150000,-1
000001,2025-06-30,127083,2,02,2025-08-30,1003423126,山路转债,,3968304.290000,0.150000,-1
000001,2025-06-30,123194,2,05,2025-07-21,1003447458,百洋转债,,3990696.880000,0.150000,-1
000001,2025-06-30,123160,2,05,2025-07-21,1003246599,泰福转债,,3921816.440000,0.150000,-1
000001,2025-06-30,123179,2,05,2025-07-21,1003407631,立高转债,,3845176.780000,0.150000,-1
000001,2025-06-30,113655,2,05,2025-07-21,1003187622,欧22转债,,3984621.370000,0.150000,-1
000001,2025-06-30,123243,2,05,2025-07-21,1003878658,严牌转债,,3833893.280000,0.150000,-1
000001,2025-06-30,113655,2,02,2025-08-30,1003187622,欧22转债,,3984621.370000,0.150000,-1
000001,2025-06-30,127083,2,05,2025-07-21,1003423126,山路转债,,3968304.290000,0.150000,-1
000001,2025-06-30,123160,2,02,2025-08-30,1003246599,泰福转债,,3921816.440000,0.150000,-1
000001,2025-06-30,123244,2,05,2025-07-21,1003894509,松原转债,,3317598.920000,0.130000,-1
000001,2025-06-30,123244,2,02,2025-08-30,1003894509,松原转债,,3317598.920000,0.130000,-1
000001,2025-06-30,118023,2,02,2025-08-30,1003261633,广大转债,,2792742.240000,0.110000,-1
000001,2025-06-30,118023,2,05,2025-07-21,1003261633,广大转债,,2792742.240000,0.110000,-1
000001,2025-06-30,118039,2,02,2025-08-30,1003537096,煜邦转债,,2550620.880000,0.100000,-1
000001,2025-06-30,113640,2,05,2025-07-21,1002945677,苏利转债,,2634890.200000,0.100000,-1
000001,2025-06-30,118039,2,05,2025-07-21,1003537096,煜邦转债,,2550620.880000,0.100000,-1
000001,2025-06-30,113640,2,02,2025-08-30,1002945677,苏利转债,,2634890.200000,0.100000,-1
000001,2025-06-30,110082,2,05,2025-07-21,1002819349,宏发转债,,2387991.700000,0.090000,-1
000001,2025-06-30,110082,2,02,2025-08-30,1002819349,宏发转债,,2387991.700000,0.090000,-1
000001,2025-06-30,123207,2,05,2025-07-21,1003538141,冠中转债,,1742083.630000,0.070000,-1
000001,2025-06-30,118041,2,02,2025-08-30,1003544932,星球转债,,1760617.780000,0.070000,-1
000001,2025-06-30,123183,2,02,2025-08-30,1003421898,海顺转债,,1746925.390000,0.070000,-1
000001,2025-06-30,123207,2,02,2025-08-30,1003538141,冠中转债,,1742083.630000,0.070000,-1
000001,2025-06-30,123183,2,05,2025-07-21,1003421898,海顺转债,,1746925.390000,0.070000,-1
000001,2025-06-30,118041,2,05,2025-07-21,1003544932,星球转债,,1760617.780000,0.070000,-1
000001,2025-06-30,113643,2,05,2025-07-21,1002987886,风语转债,,1557591.880000,0.060000,-1
000001,2025-06-30,113059,2,05,2025-07-21,1003087719,福莱转债,,1553082.480000,0.060000,-1
000001,2025-06-30,113059,2,02,2025-08-30,1003087719,福莱转债,,1553082.480000,0.060000,-1
000001,2025-06-30,123085,2,05,2025-07-21,1002476825,万顺转2,,1603940.940000,0.060000,-1
000001,2025-06-30,123085,2,02,2025-08-30,1002476825,万顺转2,,1603940.940000,0.060000,-1
000001,2025-06-30,113643,2,02,2025-08-30,1002987886,风语转债,,1557591.880000,0.060000,-1
000001,2025-06-30,127092,2,02,2025-08-30,1003603261,运机转债,,919990.550000,0.040000,-1
000001,2025-06-30,127092,2,05,2025-07-21,1003603261,运机转债,,919990.550000,0.040000,-1
000001,2025-06-30,118049,2,05,2025-07-21,1003904140,汇成转债,,589432.790000,0.020000,-1
000001,2025-06-30,113658,2,02,2025-08-30,1003237127,密卫转债,,632637.540000,0.020000,-1
000001,2025-06-30,118049,2,02,2025-08-30,1003904140,汇成转债,,589432.790000,0.020000,-1
000001,2025-06-30,113658,2,05,2025-07-21,1003237127,密卫转债,,632637.540000,0.020000,-1
000001,2025-06-30,111004,2,05,2025-07-21,1002991161,明新转债,,20370.380000,0.000000,-1
000001,2025-06-30,111004,2,02,2025-08-30,1002991161,明新转债,,20370.380000,0.000000,-1
000003,2025-12-31,113052,1,06,2026-01-22,1002887513,兴业转债,126640.000000,15289906.420000,10.470000,-1
000003,2025-12-31,113052,2,06,2026-01-22,1002887513,兴业转债,,15289906.420000,10.470000,-1
000003,2025-12-31,113042,1,06,2026-01-22,1002520954,上银转债,86610.000000,11004310.670000,7.540000,-1
000003,2025-12-31,113042,2,06,2026-01-22,1002520954,上银转债,,11004310.670000,7.540000,-1
000003,2025-12-31,019766,1,06,2026-01-22,1004084471,25国债01,80000.000000,8089240.550000,5.540000,-1
000003,2025-12-31,123254,2,06,2026-01-22,1004175088,亿纬转债,,6463714.340000,4.430000,-1
000003,2025-12-31,123254,1,06,2026-01-22,1004175088,亿纬转债,39050.000000,6463714.340000,4.430000,-1
000003,2025-12-31,123247,2,06,2026-01-22,1003911119,万凯转债,,6388420.920000,4.380000,-1
000003,2025-12-31,123247,1,06,2026-01-22,1003911119,万凯转债,37250.000000,6388420.920000,4.380000,-1
000003,2025-12-31,127084,2,06,2026-01-22,1003424445,柳工转2,,5611075.050000,3.840000,-1
000003,2025-12-31,127049,2,06,2026-01-22,1002822669,希望转2,,5518431.830000,3.780000,-1
000003,2025-12-31,113045,2,06,2026-01-22,1002562507,环旭转债,,5392258.140000,3.690000,-1
000003,2025-12-31,118049,2,06,2026-01-22,1003904140,汇成转债,,3947593.240000,2.700000,-1
000003,2025-12-31,127070,2,06,2026-01-22,1003197915,大中转债,,3892272.010000,2.670000,-1
000003,2025-12-31,127092,2,06,2026-01-22,1003603261,运机转债,,3764482.910000,2.580000,-1
000003,2025-12-31,113058,2,06,2026-01-22,1002990981,友发转债,,3754892.470000,2.570000,-1
000003,2025-12-31,123236,2,06,2026-01-22,1003685468,家联转债,,3630021.370000,2.490000,-1
000003,2025-12-31,118054,2,06,2026-01-22,1004196590,安集转债,,3583761.850000,2.450000,-1
000003,2025-12-31,123176,2,06,2026-01-22,1003399578,精测转2,,3218466.180000,2.200000,-1
000003,2025-12-31,113677,2,06,2026-01-22,1003595339,华懋转债,,3102407.550000,2.120000,-1
000003,2025-12-31,118056,2,06,2026-01-22,1004272371,路维转债,,3080502.730000,2.110000,-1
000003,2025-12-31,118030,2,06,2026-01-22,1003342135,睿创转债,,3049480.640000,2.090000,-1
000003,2025-12-31,113667,2,06,2026-01-22,1003417091,春23转债,,3024733.270000,2.070000,-1
000003,2025-12-31,113653,2,06,2026-01-22,1003159303,永22转债,,2930099.840000,2.010000,-1
000003,2025-12-31,113056,2,06,2026-01-22,1002985644,重银转债,,2917396.820000,2.000000,-1
000003,2025-12-31,113051,2,06,2026-01-22,1002670978,节能转债,,2882622.420000,1.970000,-1
000003,2025-12-31,118055,2,06,2026-01-22,1004199384,伟测转债,,2824425.580000,1.930000,-1
000003,2025-12-31,127109,2,06,2026-01-22,1004276747,电化转债,,2535883.350000,1.740000,-1
000003,2025-12-31,127053,2,06,2026-01-22,1002921251,豪美转债,,2539673.060000,1.740000,-1
000003,2025-12-31,123146,2,06,2026-01-22,1003072188,中环转2,,2001357.270000,1.370000,-1
000003,2025-12-31,113651,2,06,2026-01-22,1003153506,松霖转债,,1967683.270000,1.350000,-1
000003,2025-12-31,123159,2,06,2026-01-22,1003245446,崧盛转债,,1486520.020000,1.020000,-1
000003,2025-12-31,110093,2,06,2026-01-22,1003415985,神马转债,,1271869.740000,0.870000,-1
000003,2025-12-31,123149,2,06,2026-01-22,1003122741,通裕转债,,953664.000000,0.650000,-1
000003,2025-12-31,123158,2,06,2026-01-22,1003244611,宙邦转债,,700867.550000,0.480000,-1
000003,2025-09-30,113052,1,03,2025-10-28,1002887513,兴业转债,126640.000000,15306213.490000,11.120000,-1
000003,2025-09-30,113052,2,03,2025-10-28,1002887513,兴业转债,,15306213.490000,11.120000,-1
000003,2025-09-30,113042,1,03,2025-10-28,1002520954,上银转债,86610.000000,10627058.860000,7.720000,-1
000003,2025-09-30,113042,2,03,2025-10-28,1002520954,上银转债,,10627058.860000,7.720000,-1
000003,2025-09-30,019742,1,03,2025-10-28,1003829098,24特国01,85000.000000,9156498.080000,6.650000,-1
000003,2025-09-30,123247,2,03,2025-10-28,1003911119,万凯转债,,8291984.680000,6.020000,-1
000003,2025-09-30,123247,1,03,2025-10-28,1003911119,万凯转债,45210.000000,8291984.680000,6.020000,-1
000003,2025-09-30,019766,1,03,2025-10-28,1004084471,25国债01,73000.000000,7356438.000000,5.340000,-1
000003,2025-09-30,118049,2,03,2025-10-28,1003904140,汇成转债,,6968970.450000,5.060000,-1
000003,2025-09-30,118051,2,03,2025-10-28,1004019158,皓元转债,,6067628.640000,4.410000,-1
000003,2025-09-30,127049,2,03,2025-10-28,1002822669,希望转2,,5661395.150000,4.110000,-1
000003,2025-09-30,123235,2,03,2025-10-28,1003684506,亿田转债,,4939887.870000,3.590000,-1
000003,2025-09-30,123254,2,03,2025-10-28,1004175088,亿纬转债,,4877049.300000,3.540000,-1
000003,2025-09-30,118043,2,03,2025-10-28,1003561728,福立转债,,4503119.250000,3.270000,-1
000003,2025-09-30,127092,2,03,2025-10-28,1003603261,运机转债,,4044045.290000,2.940000,-1
000003,2025-09-30,127084,2,03,2025-10-28,1003424445,柳工转2,,3755408.540000,2.730000,-1
000003,2025-09-30,118013,2,03,2025-10-28,1003139421,道通转债,,3721863.850000,2.700000,-1
000003,2025-09-30,118030,2,03,2025-10-28,1003342135,睿创转债,,3643458.540000,2.650000,-1
000003,2025-09-30,113069,2,03,2025-10-28,1003685416,博23转债,,3345463.750000,2.430000,-1
000003,2025-09-30,113663,2,03,2025-10-28,1003302918,新化转债,,3285024.020000,2.390000,-1
000003,2025-09-30,127053,2,03,2025-10-28,1002921251,豪美转债,,3171957.260000,2.300000,-1
000003,2025-09-30,110093,2,03,2025-10-28,1003415985,神马转债,,3098664.090000,2.250000,-1
