c_report_date,c_fd_code,c_type1_code,c_type1_name,c_type2_code,c_type2_name,c_updatetime
2025-06-30,000597,002,固收加基金,002004,灵活配置型基金,2025-11-25 18:27:58.722
2025-06-30,000598,001,权益基金,001001,主动权益型基金,2025-11-25 18:27:56.395
2025-06-30,000599,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000600,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000601,001,权益基金,001001,主动权益型基金,2025-11-25 18:27:58.722
2025-06-30,000602,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000603,001,权益基金,001001,主动权益型基金,2025-11-25 18:28:00.195
2025-06-30,000604,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000605,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:58.722
2025-06-30,000606,003,债券型基金,003002,中长期纯债型基金,2025-11-25 18:27:58.722
2025-06-30,000607,008,货币型基金,008001,传统货币型基金,2025-11-25 18:28:00.195
2025-06-30,000609,001,权益基金,001001,主动权益型基金,2025-11-25 18:27:56.395
2025-06-30,000612,001,权益基金,001001,主动权益型基金,2025-11-25 18:27:58.722
2025-06-30,000613,001,权益基金,001003,被动指数型基金,2025-11-25 18:28:00.195
2025-06-30,000615,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000618,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:58.722
2025-06-30,000619,001,权益基金,001001,主动权益型基金,2025-11-25 18:27:58.722
2025-06-30,000620,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000621,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000625,008,货币型基金,008001,传统货币型基金,2025-11-25 18:28:00.195
2025-06-30,000626,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000627,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:58.722
2025-06-30,000634,001,权益基金,001001,主动权益型基金,2025-11-25 18:28:00.195
2025-06-30,000638,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:58.722
2025-06-30,000639,002,固收加基金,002003,偏债混合型基金,2025-11-25 18:28:00.195
2025-06-30,000640,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
2025-06-30,000641,008,货币型基金,008001,传统货币型基金,2025-11-25 18:27:56.395
