c_trade_date,c_fd_code,c_nav,c_nav_acc,c_nav_adj,c_nav_adj_pre,c_ret_tw,c_ret_tm,c_ret_adj_estab,c_ret_estab,c_ret_ann,c_ret_1w,c_ret_1m,c_ret_3m,c_ret_6m,c_ret_1y,c_ret_2y,c_ret_3y,c_ret_4y,c_ret_5y,c_ret_ytd,c_ret_ly,c_ret_2ya,c_ret_3ya,c_ret_4ya,c_ret_5ya,c_log_ret_adj,c_purchase_status,c_redeem_status,c_ret_1d,c_is_predict,c_ret_1d_raw,c_is_trade
2025-12-23,000065,2.171300,2.441000,2.587575,2.584238,0.495233,0.798477,158.757459,117.130000,7.810918,1.131812,1.263875,1.476843,3.543157,4.580484,11.354428,12.636821,8.352620,24.776845,4.194059,6.180577,1.248452,-3.177912,13.746631,13.873542,0.001290,开放申购,开放赎回,0.001291,0,0.001291,1.000000
2025-12-24,000065,2.176300,2.446000,2.593533,2.587575,0.726650,1.030593,159.353317,117.630000,7.828775,0.735975,1.497062,1.312788,3.692586,4.680135,11.610852,12.896198,8.756615,25.269089,4.433994,6.180577,1.248452,-3.177912,13.746631,13.873542,0.002300,开放申购,开放赎回,0.002303,0,0.002303,1.000000
2025-12-25,000065,2.177800,2.447500,2.595321,2.593533,0.796075,1.100227,159.532075,117.780000,7.832889,1.006447,1.236519,1.245932,3.571598,4.838011,11.567623,12.974010,8.831575,25.014048,4.505974,6.180577,1.248452,-3.177912,13.746631,13.873542,0.000689,开放申购,开放赎回,0.000689,0,0.000689,1.000000
2025-12-26,000065,2.179700,2.449400,2.597585,2.595321,0.884014,1.188431,159.758501,117.970000,7.838562,0.884014,1.386111,1.655629,3.657029,4.853762,11.745104,12.902725,8.926524,25.123115,4.597150,6.180577,1.248452,-3.177912,13.746631,13.873542,0.000872,开放申购,开放赎回,0.000872,0,0.000872,1.000000
2025-12-27,000065,2.179700,2.449400,2.597585,2.597585,0.884014,1.188431,159.758501,117.970000,7.836800,0.884014,1.556166,1.655629,3.642242,4.707691,11.487903,12.587810,9.029919,25.123115,4.597150,6.180577,1.248452,-3.177912,13.746631,13.873542,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-28,000065,2.179700,2.449400,2.597585,2.597585,0.884014,1.188431,159.758501,117.970000,7.835038,0.884014,1.188431,1.655629,3.642242,4.707691,11.305724,12.570366,8.978197,25.055002,4.597150,6.180577,1.248452,-3.177912,13.746631,13.873542,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-29,000065,2.173300,2.443000,2.589958,2.597585,-0.293618,0.891324,158.995802,117.330000,7.808230,0.221351,0.891324,0.849188,3.337930,4.400250,10.752688,12.286231,9.020238,24.959913,4.290033,6.180577,1.248452,-3.177912,13.746631,13.873542,-0.002940,开放申购,开放赎回,-0.002936,0,-0.002936,1.000000
2025-12-30,000065,2.175700,2.445400,2.592818,2.589958,-0.183511,1.002739,159.281814,117.570000,7.815874,0.202644,1.002739,0.615057,3.353760,4.420234,10.874994,12.242055,8.778209,24.621992,4.405202,6.180577,1.248452,-3.177912,13.746631,13.873542,0.001104,开放申购,开放赎回,0.001104,0,0.001104,1.000000
2025-12-31,000065,2.173900,2.443600,2.590673,2.592818,-0.266092,0.919177,159.067305,117.390000,7.807072,-0.110279,0.919177,0.531817,3.268253,4.318825,10.766330,12.149195,8.585193,23.511998,4.318825,6.180577,1.248452,-3.177912,13.746631,13.873542,-0.000828,开放申购,开放赎回,-0.000827,0,-0.000827,1.000000
2025-12-01,000066,2.152800,3.038300,3.038347,2.996289,1.403674,1.403674,203.834727,115.280000,9.226888,4.075417,-1.038889,7.414430,50.324698,54.822006,39.556593,13.448567,-1.721068,35.797641,59.289678,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.013939,开放申购,开放赎回,0.014037,0,0.014037,1.000000
2025-12-02,000066,2.128100,3.003500,3.003487,3.038347,0.240226,0.240226,200.348700,112.810000,9.124759,0.943933,-2.174313,9.105358,48.599958,51.412309,37.955400,12.615759,-2.901857,34.426126,57.462079,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.011540,开放申购,开放赎回,-0.011473,0,-0.011473,1.000000
2025-12-03,000066,2.119300,2.991100,2.991067,3.003487,-0.174282,-0.174282,199.106715,111.930000,9.086798,0.919048,-2.426335,8.866287,46.989874,51.292119,37.384935,12.150077,-3.882262,34.149892,56.810951,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.004144,开放申购,开放赎回,-0.004135,0,-0.004135,1.000000
2025-12-04,000066,2.133400,3.011000,3.010967,2.991067,0.489873,0.489873,201.096714,113.340000,9.142159,1.653404,-0.522242,16.853810,46.153319,53.614631,38.938457,12.896227,-3.242777,34.948447,57.854236,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.006631,开放申购,开放赎回,0.006653,0,0.006653,1.000000
2025-12-05,000066,2.161100,3.050100,3.050061,3.010967,1.794630,1.794630,205.006145,116.110000,9.251859,1.794630,0.427529,12.475278,46.455679,54.452544,42.149576,12.745200,-1.986485,36.700614,59.903811,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.012900,开放申购,开放赎回,0.012984,0,0.012984,1.000000
2025-12-06,000066,2.161100,3.050100,3.050061,3.050061,1.794630,1.794630,205.006145,116.110000,9.249757,1.794630,-1.319635,12.475278,45.783864,53.280374,41.008743,12.957349,-1.215889,36.700614,59.903811,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-07,000066,2.161100,3.050100,3.050061,3.050061,1.794630,1.794630,205.006145,116.110000,9.247657,1.794630,-0.597949,12.475278,45.783864,53.280374,41.692893,14.422619,-0.120165,37.465810,59.903811,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-08,000066,2.180600,3.077600,3.077583,3.050061,0.902318,2.713142,207.758271,118.060000,9.323401,1.291342,0.298974,16.081980,47.099298,54.663451,43.375633,15.940026,-1.084146,39.024546,61.346652,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.008983,开放申购,开放赎回,0.009023,0,0.009023,1.000000
2025-12-09,000066,2.153000,3.038600,3.038630,3.077583,-0.374809,1.413095,203.862954,115.300000,9.210943,1.170058,-0.970517,16.302939,44.032647,53.566334,41.560918,13.036174,-2.305109,38.198857,59.304477,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.012738,开放申购,开放赎回,-0.012657,0,-0.012657,1.000000
2025-12-10,000066,2.157400,3.044800,3.044839,3.038630,-0.171209,1.620349,204.483946,115.740000,9.226526,1.797763,-0.772698,13.661029,45.495009,51.822660,41.850220,13.267181,-2.582859,38.588039,59.630041,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.002042,开放申购,开放赎回,0.002044,0,0.002044,1.000000
2025-12-11,000066,2.124800,2.998800,2.998830,3.044839,-1.679700,0.084786,199.882956,112.480000,9.092725,-0.403112,-1.080074,5.511967,42.412869,48.152280,38.957557,11.555626,-4.054908,37.589847,57.217906,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.015226,开放申购,开放赎回,-0.015111,0,-0.015111,1.000000
2025-12-12,000066,2.193000,3.095100,3.095083,2.998830,1.476100,3.297221,209.508341,119.300000,9.364061,1.476100,2.366615,8.909416,47.270163,50.680225,43.746723,16.860279,-0.975345,42.006087,62.264151,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.031593,开放申购,开放赎回,0.032097,0,0.032097,1.000000
2025-12-13,000066,2.193000,3.095100,3.095083,3.095083,1.476100,3.297221,209.508341,119.300000,9.361936,1.476100,0.619408,8.909416,49.815549,52.843602,45.174103,16.779381,-1.764917,42.006087,62.264151,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-14,000066,2.193000,3.095100,3.095083,3.095083,1.476100,3.297221,209.508341,119.300000,9.359813,1.476100,2.711817,8.909416,49.815549,52.843602,45.617530,16.829151,-1.127142,40.694168,62.264151,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-15,000066,2.163600,3.053600,3.053590,3.095083,-1.340629,1.912388,205.358981,116.360000,9.240890,-0.779602,1.334832,8.838473,47.807077,50.794536,45.295816,15.719099,-0.906843,38.630102,60.088790,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.013497,开放申购,开放赎回,-0.013406,0,-0.013406,1.000000
2025-12-16,000066,2.115300,2.985400,2.985422,3.053590,-3.543092,-0.362694,198.542177,111.530000,9.043744,-1.751045,-0.927357,5.823203,43.692684,49.311781,42.052246,13.983188,-4.111514,35.128402,56.514983,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.022577,开放申购,开放赎回,-0.022324,0,-0.022324,1.000000
2025-12-17,000066,2.164400,3.054700,3.054719,2.985422,-1.304150,1.950071,205.471889,116.440000,9.239899,0.324465,1.729648,7.912450,46.460955,55.131881,45.349540,16.628947,-0.119982,36.632788,60.147984,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.022947,开放申购,开放赎回,0.023212,0,0.023212,1.000000
2025-12-18,000066,2.155700,3.042400,3.042440,3.054719,-1.700866,1.540273,204.244017,115.570000,9.202999,1.454255,2.015995,7.882094,45.419590,54.752333,46.536605,16.160147,-0.521458,37.087440,59.504255,-7.948508,-19.205371,-14.941022,30.850738,33.674472,-0.004028,开放申购,开放赎回,-0.004020,0,-0.004020,1.000000
2025-12-19,000066,2.173400,3.067400,3.067421,3.042440,-0.893753,2.373999,206.742101,117.340000,9.271578,-0.893753,3.058467,7.919956,48.812051,55.978183,47.830227,18.842957,0.295339,38.213037,60.813910,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.008177,开放申购,开放赎回,0.008211,0,0.008211,1.000000
2025-12-20,000066,2.173400,3.067400,3.067421,3.067421,-0.893753,2.373999,206.742101,117.340000,9.269478,-0.893753,4.070102,7.919956,49.467024,55.509445,49.261727,19.997792,2.543053,38.213037,60.813910,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-21,000066,2.173400,3.067400,3.067421,3.067421,-0.893753,2.373999,206.742101,117.340000,9.267380,-0.893753,7.684685,7.919956,49.467024,55.509445,48.537452,19.483233,2.157462,37.496046,60.813910,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-22,000066,2.199900,3.104800,3.104822,3.067421,1.219288,3.622233,210.482170,119.990000,9.370018,1.677759,8.997671,7.348851,51.289457,57.405552,50.740030,21.454204,2.953014,40.263963,62.774695,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.012119,开放申购,开放赎回,0.012193,0,0.012193,1.000000
2025-12-23,000066,2.201400,3.106900,3.106939,3.104822,1.288304,3.692887,210.693872,120.140000,9.373789,4.070345,9.071991,7.056363,49.908069,60.451895,50.842812,22.976370,2.233781,39.505703,62.885683,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000682,开放申购,开放赎回,0.000682,0,0.000682,1.000000
2025-12-24,000066,2.246400,3.170400,3.170449,3.106939,3.358793,5.812529,217.044932,124.640000,9.546696,3.788579,8.600435,8.312440,50.744866,62.382536,53.926271,25.490196,6.879817,42.231227,66.215316,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.020235,开放申购,开放赎回,0.020442,0,0.020442,1.000000
2025-12-25,000066,2.250100,3.175700,3.175671,3.170449,3.529033,5.986811,217.567131,125.010000,9.558778,4.379088,6.730860,7.439240,49.488440,64.890810,53.852991,25.696888,7.055857,41.506823,66.489086,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.001646,开放申购,开放赎回,0.001647,0,0.001647,1.000000
2025-12-26,000066,2.263400,3.194400,3.194442,3.175671,4.140977,6.613283,219.444222,126.340000,9.607625,4.140977,7.780952,9.948509,50.702444,64.754695,56.886394,24.904807,7.688648,42.343249,67.473178,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.005893,开放申购,开放赎回,0.005911,0,0.005911,1.000000
2025-12-27,000066,2.263400,3.194400,3.194442,3.194442,4.140977,6.613283,219.444222,126.340000,9.605450,4.140977,7.847715,9.948509,49.824585,64.934781,55.346603,23.906498,8.063977,42.343249,67.473178,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-28,000066,2.263400,3.194400,3.194442,3.194442,4.140977,6.613283,219.444222,126.340000,9.603275,4.140977,6.613283,9.948509,49.824585,64.934781,55.123021,24.897914,6.733943,41.994981,67.473178,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-29,000066,2.278900,3.216300,3.216318,3.194442,0.684810,7.343382,221.631809,127.890000,9.660162,3.591072,7.343382,9.394201,50.850599,66.064272,55.206702,25.365827,7.459801,43.480451,68.620052,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.006825,开放申购,开放赎回,0.006848,0,0.006848,1.000000
2025-12-30,000066,2.284900,3.224800,3.224786,3.216318,0.949898,7.626001,222.478617,128.490000,9.680733,3.793041,7.626001,9.346286,49.535340,65.836841,55.615337,25.730479,7.880076,42.184194,69.064003,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.002629,开放申购,开放赎回,0.002633,0,0.002633,1.000000
2025-12-31,000066,2.286400,3.226900,3.226903,3.224786,1.016170,7.696656,222.690319,128.640000,9.684221,1.780627,7.696656,9.418070,49.633508,69.174991,55.728102,25.819943,7.021157,40.037974,69.174991,-7.948508,-19.205371,-14.941022,30.850738,33.674472,0.000656,开放申购,开放赎回,0.000656,0,0.000656,1.000000
