c_trade_date,c_fd_code,c_nav,c_nav_acc,c_nav_adj,c_nav_adj_pre,c_ret_tw,c_ret_tm,c_ret_adj_estab,c_ret_estab,c_ret_ann,c_ret_1w,c_ret_1m,c_ret_3m,c_ret_6m,c_ret_1y,c_ret_2y,c_ret_3y,c_ret_4y,c_ret_5y,c_ret_ytd,c_ret_ly,c_ret_2ya,c_ret_3ya,c_ret_4ya,c_ret_5ya,c_log_ret_adj,c_purchase_status,c_redeem_status,c_ret_1d,c_is_predict,c_ret_1d_raw,c_is_trade
2025-12-17,000001,1.051000,3.624000,6.864815,6.708054,-0.849057,1.939864,586.481481,5.100000,8.351686,-0.755430,1.545894,-2.681033,28.735042,27.497205,34.445722,7.342965,-12.028530,-16.391413,29.048266,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.023100,开放申购,开放赎回,0.023369,0,0.023369,1.000000
2025-12-18,000001,1.037000,3.610000,6.773371,6.864815,-2.169811,0.581959,577.337103,3.700000,8.290218,-0.955110,0.096525,-4.763739,26.101989,25.196951,34.185450,5.913087,-13.200367,-17.066331,27.329259,5.249680,-21.992764,-17.038875,-7.400468,27.659162,-0.013410,开放申购,开放赎回,-0.013321,0,-0.013321,1.000000
2025-12-19,000001,1.039000,3.612000,6.786434,6.773371,-1.981132,0.775946,578.643443,3.900000,8.297921,-1.981132,0.678295,-3.348837,27.110923,24.989883,36.367375,7.090909,-13.032962,-16.906382,27.574832,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.001927,开放申购,开放赎回,0.001929,0,0.001929,1.000000
2025-12-20,000001,1.039000,3.612000,6.786434,6.786434,-1.981132,0.775946,578.643443,3.900000,8.296936,-1.981132,1.762977,-3.348837,28.355583,24.692642,38.529077,7.309685,-11.643245,-16.906382,27.574832,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-21,000001,1.039000,3.612000,6.786434,6.786434,-1.981132,0.775946,578.643443,3.900000,8.295952,-1.981132,4.317269,-3.348837,28.355583,24.692642,37.800935,8.305342,-12.233766,-17.719186,27.574832,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-22,000001,1.061000,3.634000,6.930132,6.786434,2.117421,2.909796,593.013179,6.100000,8.389437,1.725791,6.526104,-2.838828,31.073411,27.332909,39.617962,11.402558,-10.896459,-15.082413,30.276127,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.020953,开放申购,开放赎回,0.021174,0,0.021174,1.000000
2025-12-23,000001,1.064000,3.637000,6.949727,6.930132,2.406160,3.200776,594.972689,6.400000,8.401177,3.602726,6.827309,-2.474794,30.327388,29.385262,40.012735,12.535566,-10.792702,-15.548744,30.644486,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.002824,开放申购,开放赎回,0.002828,0,0.002828,1.000000
2025-12-24,000001,1.076000,3.649000,7.028107,6.949727,3.561116,4.364694,602.810726,7.600000,8.450772,2.378687,6.852036,-3.063063,29.750215,30.060994,41.591826,13.804764,-9.711739,-13.947321,32.117920,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.011215,开放申购,开放赎回,0.011278,0,0.011278,1.000000
2025-12-25,000001,1.084000,3.657000,7.080361,7.028107,4.331088,5.140640,608.036085,8.400000,8.483193,4.532305,6.692913,-2.780269,28.112848,31.185098,41.537351,14.650896,-9.040451,-13.570229,33.100209,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.007407,开放申购,开放赎回,0.007435,0,0.007435,1.000000
2025-12-26,000001,1.079000,3.652000,7.047702,7.080361,3.849856,4.655674,604.770236,7.900000,8.461327,3.849856,5.063291,-1.461187,28.424199,29.032845,42.171959,11.554901,-9.460006,-13.968890,32.486278,5.249680,-21.992764,-17.038875,-7.400468,27.659162,-0.004623,开放申购,开放赎回,-0.004613,0,-0.004613,1.000000
2025-12-27,000001,1.079000,3.652000,7.047702,7.047702,3.849856,4.655674,604.770236,7.900000,8.460323,3.849856,5.577299,-1.461187,27.821269,29.647287,41.986598,9.869782,-9.610031,-13.968890,32.486278,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-28,000001,1.079000,3.652000,7.047702,7.047702,3.849856,4.655674,604.770236,7.900000,8.459319,3.849856,4.655674,-1.461187,27.821269,29.647287,40.520930,10.314149,-10.352758,-14.099043,32.486278,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-29,000001,1.080000,3.653000,7.054234,7.047702,0.092678,4.752667,605.423406,8.000000,8.462494,1.790763,4.752667,-2.877698,27.939731,29.767442,39.570616,9.201806,-9.376095,-13.954344,32.609065,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.000926,开放申购,开放赎回,0.000927,0,0.000927,1.000000
2025-12-30,000001,1.090000,3.663000,7.119551,7.054234,1.019462,5.722599,611.955104,9.000000,8.503060,2.443609,5.722599,-3.283052,26.744186,31.595638,40.862937,9.883284,-9.065236,-14.003915,33.836926,5.249680,-21.992764,-17.038875,-7.400468,27.659162,0.009217,开放申购,开放赎回,0.009259,0,0.009259,1.000000
2025-12-31,000001,1.083000,3.656000,7.073829,7.119551,0.370714,5.043647,607.382915,8.300000,8.472995,0.650558,5.043647,-3.904170,25.930233,32.977423,39.958312,9.177611,-9.425025,-16.127998,32.977423,5.249680,-21.992764,-17.038875,-7.400468,27.659162,-0.006443,开放申购,开放赎回,-0.006422,0,-0.006422,1.000000
2025-12-01,000003,0.997000,1.207000,1.172205,1.173381,-0.100200,-0.100200,17.220502,-0.300000,1.257706,-0.200200,-1.676529,0.402820,12.274775,24.469413,23.850932,17.156287,8.251900,2.677652,19.687875,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.001003,开放申购,开放赎回,-0.001002,0,-0.001002,1.000000
2025-12-02,000003,0.991000,1.201000,1.165151,1.172205,-0.701403,-0.701403,16.515063,-0.900000,1.209374,-1.196411,-2.268245,2.376033,11.599099,22.496910,23.105590,16.314554,7.251082,2.270382,18.967587,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.006036,开放申购,开放赎回,-0.006018,0,-0.006018,1.000000
2025-12-03,000003,0.986000,1.196000,1.159272,1.165151,-1.202405,-1.202405,15.927197,-1.400000,1.168867,-0.704935,-2.569170,1.336074,10.662177,21.878863,22.484472,15.727700,6.250000,2.388370,18.367347,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.005058,开放申购,开放赎回,-0.005045,0,-0.005045,1.000000
2025-12-04,000003,0.986000,1.196000,1.159272,1.159272,-1.202405,-1.202405,15.927197,-1.400000,1.168614,-0.101317,-1.498501,3.246073,9.555556,22.029703,22.789539,15.727700,6.250000,3.138075,18.367347,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,0,0.000000,1.000000
2025-12-05,000003,0.995000,1.205000,1.169854,1.159272,-0.300601,-0.300601,16.985356,-0.500000,1.240636,-0.300601,-1.387512,0.708502,10.310421,22.386224,24.843162,16.102684,7.219828,4.079498,19.447779,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.009086,开放申购,开放赎回,0.009128,0,0.009128,1.000000
2025-12-06,000003,0.995000,1.205000,1.169854,1.169854,-0.300601,-0.300601,16.985356,-0.500000,1.240368,-0.300601,-2.259332,0.708502,10.678532,21.936275,24.843162,16.102684,8.034745,4.079498,19.447779,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-07,000003,0.995000,1.205000,1.169854,1.169854,-0.300601,-0.300601,16.985356,-0.500000,1.240099,-0.300601,-1.776900,0.708502,10.678532,21.936275,25.000000,16.921269,8.981380,5.402542,19.447779,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-08,000003,1.003000,1.213000,1.179259,1.169854,0.804020,0.501002,17.925941,0.300000,1.303530,0.601805,-0.987167,0.601805,11.568409,22.916667,25.531915,18.138987,8.903366,6.475584,20.408163,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.008008,开放申购,开放赎回,0.008040,0,0.008040,1.000000
2025-12-09,000003,0.992000,1.202000,1.166326,1.179259,-0.301508,-0.601202,16.632636,-0.800000,1.215558,0.100908,-2.073050,0.813008,10.099889,20.828258,24.155194,16.568743,6.781485,6.209850,19.087635,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.011028,开放申购,开放赎回,-0.010967,0,-0.010967,1.000000
2025-12-10,000003,0.997000,1.207000,1.172205,1.166326,0.201005,-0.100200,17.220502,-0.300000,1.255256,1.115619,-1.384768,1.321138,10.777778,20.556227,24.780976,17.156287,6.974249,7.667387,19.687875,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.005028,开放申购,开放赎回,0.005040,0,0.005040,1.000000
2025-12-11,000003,0.994000,1.204000,1.168678,1.172205,-0.100503,-0.400802,16.867782,-0.600000,1.231035,0.811359,-1.192843,-1.388889,9.713024,18.615752,24.094881,16.803760,6.652361,8.043478,19.327731,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.003014,开放申购,开放赎回,-0.003009,0,-0.003009,1.000000
2025-12-12,000003,1.001000,1.211000,1.176908,1.168678,0.603015,0.300601,17.690795,0.100000,1.286534,0.603015,-0.199402,-1.669941,10.000000,20.312500,24.968789,18.461538,7.403433,8.804348,20.168067,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.007018,开放申购,开放赎回,0.007042,0,0.007042,1.000000
2025-12-13,000003,1.001000,1.211000,1.176908,1.176908,0.603015,0.300601,17.690795,0.100000,1.286256,0.603015,-1.766438,-1.669941,11.098779,20.457280,25.438596,19.451074,7.403433,8.804348,20.168067,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-14,000003,1.001000,1.211000,1.176908,1.176908,0.603015,0.300601,17.690795,0.100000,1.285978,0.603015,-0.891089,-1.669941,11.098779,20.457280,25.595985,19.736842,8.333333,9.041394,20.168067,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-15,000003,0.998000,1.208000,1.173381,1.176908,-0.299700,0.000000,17.338075,-0.200000,1.261860,-0.498504,-1.188119,-0.893744,10.765816,20.096270,25.692695,19.235364,8.008658,9.190372,19.807923,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.003001,开放申购,开放赎回,-0.002997,0,-0.002997,1.000000
2025-12-16,000003,0.987000,1.197000,1.160448,1.173381,-1.398601,-1.102204,16.044770,-1.300000,1.173625,-0.504032,-2.277228,-2.566634,9.181416,19.202899,24.307305,18.772563,6.357759,7.986871,18.487395,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.011083,开放申购,开放赎回,-0.011022,0,-0.011022,1.000000
2025-12-17,000003,1.003000,1.213000,1.179259,1.160448,0.199800,0.501002,17.925941,0.300000,1.300994,0.601805,-0.791296,-1.955034,11.197339,21.135266,26.322418,20.697954,8.549784,8.785249,20.408163,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.016081,开放申购,开放赎回,0.016211,0,0.016211,1.000000
2025-12-18,000003,1.000000,1.210000,1.175732,1.179259,-0.099900,0.200401,17.573222,0.000000,1.276932,0.603622,-0.596421,-2.534113,10.497238,19.331742,26.742712,20.336943,8.225108,8.813928,20.048019,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.002996,开放申购,开放赎回,-0.002991,0,-0.002991,1.000000
2025-12-19,000003,1.005000,1.215000,1.181611,1.175732,0.399600,0.701403,18.161088,0.500000,1.316245,0.399600,-0.198610,-0.691700,12.541993,20.359281,27.538071,22.114216,8.766234,9.357998,20.648259,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.004988,开放申购,开放赎回,0.005000,0,0.005000,1.000000
2025-12-20,000003,1.005000,1.215000,1.181611,1.181611,0.399600,0.701403,18.161088,0.500000,1.315961,0.399600,-0.297619,-0.691700,12.921348,19.500595,28.025478,22.860636,10.197368,9.357998,20.648259,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-21,000003,1.005000,1.215000,1.181611,1.181611,0.399600,0.701403,18.161088,0.500000,1.315677,0.399600,1.005025,-0.691700,12.921348,19.500595,27.538071,23.011016,9.477124,8.884074,20.648259,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-22,000003,1.013000,1.223000,1.191017,1.181611,0.796020,1.503006,19.101674,1.300000,1.378318,1.503006,1.809045,0.098814,13.820225,20.451843,28.553299,24.753695,10.108696,11.318681,21.608643,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.007929,开放申购,开放赎回,0.007960,0,0.007960,1.000000
2025-12-23,000003,1.014000,1.224000,1.192192,1.191017,0.895522,1.603206,19.219247,1.400000,1.385852,2.735562,1.909548,1.197605,13.422819,21.437126,28.680203,25.185185,9.503240,11.551155,21.728691,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000987,开放申购,开放赎回,0.000987,0,0.000987,1.000000
2025-12-24,000003,1.025000,1.235000,1.205126,1.192192,1.990050,2.705411,20.512552,2.500000,1.471216,2.193420,2.602603,0.195503,13.888889,22.169249,30.076142,26.543210,11.050921,13.259669,23.049220,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.010790,开放申购,开放赎回,0.010848,0,0.010848,1.000000
2025-12-25,000003,1.032000,1.242000,1.213356,1.205126,2.686567,3.406814,21.335565,3.200000,1.524960,3.200000,2.891326,0.879765,13.282108,23.297491,31.130877,27.407407,11.809317,13.781698,23.889556,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.006806,开放申购,开放赎回,0.006829,0,0.006829,1.000000
2025-12-26,000003,1.029000,1.239000,1.209828,1.213356,2.388060,3.106212,20.982845,2.900000,1.501508,2.388060,3.625378,0.981354,13.325991,22.354340,31.754161,25.641026,11.484290,13.450937,23.529412,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.002911,开放申购,开放赎回,-0.002907,0,-0.002907,1.000000
2025-12-27,000003,1.029000,1.239000,1.209828,1.209828,2.388060,3.106212,20.982845,2.900000,1.501184,2.388060,4.255319,0.981354,13.325991,22.500000,31.082803,24.727273,11.726384,13.450937,23.529412,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-28,000003,1.029000,1.239000,1.209828,1.209828,2.388060,3.106212,20.982845,2.900000,1.500860,2.388060,3.106212,0.981354,13.325991,22.500000,29.271357,25.334957,11.363636,13.701657,23.529412,3.735990,-1.953602,-12.312634,0.214592,14.215686,0.000000,开放申购,开放赎回,0.000000,1,,0.000000
2025-12-29,000003,1.023000,1.233000,1.202774,1.209828,-0.583090,2.505010,20.277406,2.300000,1.454134,0.987167,2.505010,-0.389484,12.665198,21.785714,27.397260,25.214198,10.954447,13.163717,22.809124,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.005848,开放申购,开放赎回,-0.005831,0,-0.005831,1.000000
2025-12-30,000003,1.022000,1.232000,1.201598,1.202774,-0.680272,2.404810,20.159833,2.200000,1.446064,0.788955,2.404810,-2.107280,11.450382,21.377672,27.272727,24.786325,10.248112,11.816193,22.689076,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.000978,开放申购,开放赎回,-0.000978,0,-0.000978,1.000000
2025-12-31,000003,1.021000,1.231000,1.200423,1.201598,-0.777454,2.304609,20.042259,2.100000,1.437990,-0.390244,2.304609,-2.203065,11.341330,22.569028,27.148194,24.664225,9.314775,9.549356,22.569028,3.735990,-1.953602,-12.312634,0.214592,14.215686,-0.000979,开放申购,开放赎回,-0.000978,0,-0.000978,1.000000
2025-12-01,000004,0.973000,1.183000,1.143987,1.145163,-0.102669,-0.102669,14.398745,-2.700000,1.063803,-0.205128,-1.717172,0.309278,11.967779,23.949045,22.698613,15.695600,6.455142,0.516529,19.240196,3.291139,-2.348578,-12.729234,-0.215285,13.708690,-0.001027,开放申购,开放赎回,-0.001027,0,-0.001027,1.000000
2025-12-02,000004,0.967000,1.177000,1.136933,1.143987,-0.718686,-0.718686,13.693305,-3.300000,1.014420,-1.225741,-2.323232,2.328042,11.277330,21.941992,21.941992,14.845606,5.452563,0.103520,18.504902,3.291139,-2.348578,-12.729234,-0.215285,13.708690,-0.006186,开放申购,开放赎回,-0.006167,0,-0.006167,1.000000
2025-12-03,000004,0.962000,1.172000,1.131054,1.136933,-1.232033,-1.232033,13.105439,-3.800000,0.973033,-0.722394,-2.631579,1.156677,10.321101,21.311475,21.311475,14.251781,4.451683,0.312826,17.892157,3.291139,-2.348578,-12.729234,-0.215285,13.708690,-0.005184,开放申购,开放赎回,-0.005171,0,-0.005171,1.000000
2025-12-04,000004,0.962000,1.172000,1.131054,1.131054,-1.232033,-1.232033,13.105439,-3.800000,0.972822,-0.103842,-1.535312,3.108253,9.318182,21.311475,21.618205,14.251781,4.451683,1.050420,17.892157,3.291139,-2.348578,-12.729234,-0.215285,13.708690,0.000000,开放申购,开放赎回,0.000000,0,0.000000,1.000000
2025-12-05,000004,0.971000,1.181000,1.141636,1.131054,-0.308008,-0.308008,14.163598,-2.900000,1.046540,-0.308008,-1.421320,0.621762,10.090703,21.679198,23.694268,14.639906,5.428882,1.995798,18.995098,3.291139,-2.348578,-12.729234,-0.215285,13.708690,0.009312,开放申购,开放赎回,0.009356,0,0.009356,1.000000
