c_param_type,c_param_code,c_param_name,c_parent_code,c_remark,c_updatetime
GICS行业分类,003,GICS行业类,,,2026-03-17 16:02:24.295
GICS行业分类,003001,能源,003,,2026-03-17 16:02:24.295
GICS行业分类,003001001,能源II,003001,,2026-03-17 16:02:24.295
GICS行业分类,003001001001,能源设备与服务,003001001,,2026-03-17 16:02:24.295
GICS行业分类,003001001002,石油、天然气与消费用燃料,003001001,,2026-03-17 16:02:24.295
GICS行业分类,003002,原材料,003,,2026-03-17 16:02:24.295
GICS行业分类,003002001,原材料II,003002,,2026-03-17 16:02:24.295
GICS行业分类,003002001001,化学制品,003002001,,2026-03-17 16:02:24.295
GICS行业分类,003002001002,建筑材料III,003002001,,2026-03-17 16:02:24.295
GICS行业分类,003002001003,容器与包装,003002001,,2026-03-17 16:02:24.295
GICS行业分类,003002001004,金属与采矿,003002001,,2026-03-17 16:02:24.295
GICS行业分类,003002001005,纸类与林业产品,003002001,,2026-03-17 16:02:24.295
GICS行业分类,003003,工业,003,,2026-03-17 16:02:24.295
GICS行业分类,003003001,资本品,003003,,2026-03-17 16:02:24.295
GICS行业分类,003003001001,航空航天与国防,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003001002,建筑产品III,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003001003,建筑与工程III,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003001004,电气设备,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003001005,工业集团企业III,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003001006,机械制造,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003001007,贸易公司与经销商III,003003001,,2026-03-17 16:02:24.295
GICS行业分类,003003002,商业和专业服务,003003,,2026-03-17 16:02:24.295
GICS行业分类,003003002001,商业服务与商业用品,003003002,,2026-03-17 16:02:24.295
GICS行业分类,003003002002,专业服务,003003002,,2026-03-17 16:02:24.295
GICS行业分类,003003003,运输,003003,,2026-03-17 16:02:24.295
GICS行业分类,003003003001,航空货运与物流III,003003003,,2026-03-17 16:02:24.295
GICS行业分类,003003003002,客运航空公司III,003003003,,2026-03-17 16:02:24.295
GICS行业分类,003003003003,海上运输III,003003003,,2026-03-17 16:02:24.295
GICS行业分类,003003003004,公路与铁路III,003003003,,2026-03-17 16:02:24.295
GICS行业分类,003003003005,交通基本设施,003003003,,2026-03-17 16:02:24.295
GICS行业分类,003004,非日常生活消费品,003,,2026-03-17 16:02:24.295
GICS行业分类,003004001,汽车与汽车零部件,003004,,2026-03-17 16:02:24.295
GICS行业分类,003004001001,汽车零部件,003004001,,2026-03-17 16:02:24.295
GICS行业分类,003004001002,汽车,003004001,,2026-03-17 16:02:24.295
GICS行业分类,003004002,耐用消费品与服装,003004,,2026-03-17 16:02:24.295
GICS行业分类,003004002001,家庭耐用消费品,003004002,,2026-03-17 16:02:24.295
GICS行业分类,003004002002,休闲设备与用品,003004002,,2026-03-17 16:02:24.295
GICS行业分类,003004002003,纺织品、服装与奢侈品,003004002,,2026-03-17 16:02:24.295
GICS行业分类,003004003,消费者服务,003004,,2026-03-17 16:02:24.295
GICS行业分类,003004003001,酒店、餐馆与休闲,003004003,,2026-03-17 16:02:24.295
GICS行业分类,003004003002,综合消费者服务,003004003,,2026-03-17 16:02:24.295
GICS行业分类,003004005,非必需消费品经销与零售业,003004,,2026-03-17 16:02:24.295
GICS行业分类,003004005001,经销商III,003004005,,2026-03-17 16:02:24.295
GICS行业分类,003004005003,多品类零售,003004005,,2026-03-17 16:02:24.295
GICS行业分类,003004005004,专营零售,003004005,,2026-03-17 16:02:24.295
GICS行业分类,003005,日常消费品,003,,2026-03-17 16:02:24.295
GICS行业分类,003005001,日常消费品经销与零售II,003005,,2026-03-17 16:02:24.295
GICS行业分类,003005001001,日常消费品经销与零售III,003005001,,2026-03-17 16:02:24.295
GICS行业分类,003005002,食品、饮料与烟草,003005,,2026-03-17 16:02:24.295
GICS行业分类,003005002001,饮料,003005002,,2026-03-17 16:02:24.295
GICS行业分类,003005002002,食品,003005002,,2026-03-17 16:02:24.295
GICS行业分类,003005002003,烟草III,003005002,,2026-03-17 16:02:24.295
GICS行业分类,003005003,家庭与个人用品,003005,,2026-03-17 16:02:24.295
GICS行业分类,003005003001,居家用品III,003005003,,2026-03-17 16:02:24.295
GICS行业分类,003005003002,个人护理用品III,003005003,,2026-03-17 16:02:24.295
GICS行业分类,003006,医疗保健,003,,2026-03-17 16:02:24.295
GICS行业分类,003006001,医疗保健设备与服务,003006,,2026-03-17 16:02:24.295
GICS行业分类,003006001001,医疗保健设备与用品,003006001,,2026-03-17 16:02:24.295
GICS行业分类,003006001002,医疗保健提供商与服务,003006001,,2026-03-17 16:02:24.295
GICS行业分类,003006001003,医疗保健技术III,003006001,,2026-03-17 16:02:24.295
GICS行业分类,003006002,制药、生物科技和生命科学,003006,,2026-03-17 16:02:24.295
GICS行业分类,003006002001,生物科技III,003006002,,2026-03-17 16:02:24.295
GICS行业分类,003006002002,制药III,003006002,,2026-03-17 16:02:24.295
GICS行业分类,003006002003,生命科学工具和服务III,003006002,,2026-03-17 16:02:24.295
GICS行业分类,003007,金融,003,,2026-03-17 16:02:24.295
GICS行业分类,003007001,银行,003007,,2026-03-17 16:02:24.295
GICS行业分类,003007001001,商业银行,003007001,,2026-03-17 16:02:24.295
GICS行业分类,003007002,金融服务,003007,,2026-03-17 16:02:24.295
GICS行业分类,003007002001,金融服务,003007002,,2026-03-17 16:02:24.295
GICS行业分类,003007002002,消费信贷III,003007002,,2026-03-17 16:02:24.295
GICS行业分类,003007002003,资本市场,003007002,,2026-03-17 16:02:24.295
GICS行业分类,003007002004,抵押房地产投资信托(REITs),003007002,,2026-03-17 16:02:24.295
GICS行业分类,003007003,保险II,003007,,2026-03-17 16:02:24.295
GICS行业分类,003007003001,保险III,003007003,,2026-03-17 16:02:24.295
GICS行业分类,003008,信息技术,003,,2026-03-17 16:02:24.295
GICS行业分类,003008001,软件与服务,003008,,2026-03-17 16:02:24.295
GICS行业分类,003008001002,信息技术服务,003008001,,2026-03-17 16:02:24.295
GICS行业分类,003008001003,软件,003008001,,2026-03-17 16:02:24.295
GICS行业分类,003008002,技术硬件与设备,003008,,2026-03-17 16:02:24.295
GICS行业分类,003008002001,通信设备,003008002,,2026-03-17 16:02:24.295
GICS行业分类,003008002002,电脑与外围设备,003008002,,2026-03-17 16:02:24.295
GICS行业分类,003008002003,电子设备、仪器和元件,003008002,,2026-03-17 16:02:24.295
GICS行业分类,003008002004,办公电子设备,003008002,,2026-03-17 16:02:24.295
GICS行业分类,003008003,半导体产品与设备,003008,,2026-03-17 16:02:24.295
GICS行业分类,003008003001,半导体产品与设备,003008003,,2026-03-17 16:02:24.295
GICS行业分类,003009,通讯服务,003,,2026-03-17 16:02:24.295
GICS行业分类,003009001,电信业务,003009,,2026-03-17 16:02:24.295
GICS行业分类,003009001001,综合电信业务III,003009001,,2026-03-17 16:02:24.295
GICS行业分类,003009001002,无线电信业务III,003009001,,2026-03-17 16:02:24.295
GICS行业分类,003009002,媒体与娱乐,003009,,2026-03-17 16:02:24.295
GICS行业分类,003009002001,媒体,003009002,,2026-03-17 16:02:24.295
GICS行业分类,003009002002,娱乐,003009002,,2026-03-17 16:02:24.295
GICS行业分类,003009002003,互动媒体与服务III,003009002,,2026-03-17 16:02:24.295
GICS行业分类,003010,公用事业,003,,2026-03-17 16:02:24.295
GICS行业分类,003010001,公用事业II,003010,,2026-03-17 16:02:24.295
GICS行业分类,003010001001,电力公用事业III,003010001,,2026-03-17 16:02:24.295
GICS行业分类,003010001002,燃气公用事业III,003010001,,2026-03-17 16:02:24.295
GICS行业分类,003010001003,复合型公用事业III,003010001,,2026-03-17 16:02:24.295
GICS行业分类,003010001004,水公用事业III,003010001,,2026-03-17 16:02:24.295
GICS行业分类,003010001005,独立电力生产商与能源贸易商III,003010001,,2026-03-17 16:02:24.295
GICS行业分类,003011,房地产,003,,2026-03-17 16:02:24.295
GICS行业分类,003011001,房地产投资信托（REITs）II,003011,,2026-03-17 16:02:24.295
GICS行业分类,003011001001,多元化REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001003,工业REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001004,酒店及度假村REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001005,写字楼REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001006,医疗保健REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001007,住宅REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001008,零售REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011001009,专门REIT,003011001,,2026-03-17 16:02:24.295
GICS行业分类,003011002,房地产管理和开发,003011,,2026-03-17 16:02:24.295
GICS行业分类,003011002001,房地产管理和开发,003011002,,2026-03-17 16:02:24.295
东财行业分类,004,东财行业类,,,2026-03-17 16:02:24.295
东财行业分类,004001,农林牧渔,004,,2026-03-17 16:02:24.295
东财行业分类,004001001,农业,004001,,2026-03-17 16:02:24.295
东财行业分类,004001001001,种子,004001001,,2026-03-17 16:02:24.295
东财行业分类,004001001002,种植业,004001001,,2026-03-17 16:02:24.295
东财行业分类,004001001003,农产品加工,004001001,,2026-03-17 16:02:24.295
东财行业分类,004001001004,农业服务,004001001,,2026-03-17 16:02:24.295
东财行业分类,004001002,林业,004001,,2026-03-17 16:02:24.295
东财行业分类,004001002001,林业种植,004001002,,2026-03-17 16:02:24.295
东财行业分类,004001002002,木材加工,004001002,,2026-03-17 16:02:24.295
东财行业分类,004001003,畜牧业,004001,,2026-03-17 16:02:24.295
东财行业分类,004001003001,养殖,004001003,,2026-03-17 16:02:24.295
东财行业分类,004001003002,饲料,004001003,,2026-03-17 16:02:24.295
东财行业分类,004001003003,动物用药,004001003,,2026-03-17 16:02:24.295
东财行业分类,004001004,渔业,004001,,2026-03-17 16:02:24.295
东财行业分类,004001004001,淡水渔业,004001004,,2026-03-17 16:02:24.295
东财行业分类,004001004002,海洋渔业,004001004,,2026-03-17 16:02:24.295
东财行业分类,004002,食品饮料,004,,2026-03-17 16:02:24.295
东财行业分类,004002001,食品,004002,,2026-03-17 16:02:24.295
东财行业分类,004002001001,肉制品,004002001,,2026-03-17 16:02:24.295
东财行业分类,004002001002,乳制品,004002001,,2026-03-17 16:02:24.295
东财行业分类,004002001003,调味品,004002001,,2026-03-17 16:02:24.295
东财行业分类,004002001004,食品综合,004002001,,2026-03-17 16:02:24.295
东财行业分类,004002002,饮料,004002,,2026-03-17 16:02:24.295
东财行业分类,004002002001,啤酒,004002002,,2026-03-17 16:02:24.295
东财行业分类,004002002002,白酒,004002002,,2026-03-17 16:02:24.295
东财行业分类,004002002003,软饮料,004002002,,2026-03-17 16:02:24.295
东财行业分类,004002002004,葡萄酒,004002002,,2026-03-17 16:02:24.295
东财行业分类,004002002005,黄酒,004002002,,2026-03-17 16:02:24.295
东财行业分类,004002002006,其他酒类,004002002,,2026-03-17 16:02:24.295
东财行业分类,004003,纺织服装,004,,2026-03-17 16:02:24.295
东财行业分类,004003001,纺织,004003,,2026-03-17 16:02:24.295
东财行业分类,004003001001,棉纺,004003001,,2026-03-17 16:02:24.295
东财行业分类,004003001002,毛纺,004003001,,2026-03-17 16:02:24.295
东财行业分类,004003001003,丝绸,004003001,,2026-03-17 16:02:24.295
东财行业分类,004003001004,印染,004003001,,2026-03-17 16:02:24.295
东财行业分类,004003001005,其他纺织,004003001,,2026-03-17 16:02:24.295
东财行业分类,004003004,服装家纺,004003,,2026-03-17 16:02:24.295
东财行业分类,004003004001,服装,004003004,,2026-03-17 16:02:24.295
东财行业分类,004003004002,服饰辅料,004003004,,2026-03-17 16:02:24.295
东财行业分类,004003004003,家纺,004003004,,2026-03-17 16:02:24.295
东财行业分类,004004,轻工制造,004,,2026-03-17 16:02:24.295
东财行业分类,004004001,造纸印刷,004004,,2026-03-17 16:02:24.295
东财行业分类,004004001001,造纸,004004001,,2026-03-17 16:02:24.295
东财行业分类,004004001002,包装印刷,004004001,,2026-03-17 16:02:24.295
东财行业分类,004004002,家具,004004,,2026-03-17 16:02:24.295
东财行业分类,004004002001,家具制造,004004002,,2026-03-17 16:02:24.295
东财行业分类,004004003,珠宝首饰,004004,,2026-03-17 16:02:24.295
东财行业分类,004004003001,珠宝首饰,004004003,,2026-03-17 16:02:24.295
东财行业分类,004004004,文娱用品,004004,,2026-03-17 16:02:24.295
东财行业分类,004004004001,文化用品,004004004,,2026-03-17 16:02:24.295
东财行业分类,004004004002,娱乐用品,004004004,,2026-03-17 16:02:24.295
东财行业分类,004004004003,其他文娱用品,004004004,,2026-03-17 16:02:24.295
东财行业分类,004004005,其他轻工,004004,,2026-03-17 16:02:24.295
东财行业分类,004004005001,其他轻工,004004005,,2026-03-17 16:02:24.295
东财行业分类,004005,化石能源,004,,2026-03-17 16:02:24.295
东财行业分类,004005001,石油天然气,004005,,2026-03-17 16:02:24.295
东财行业分类,004005001001,石油天然气开采,004005001,,2026-03-17 16:02:24.295
东财行业分类,004005001002,石油天然气贸易,004005001,,2026-03-17 16:02:24.295
东财行业分类,004005001003,石油加工,004005001,,2026-03-17 16:02:24.295
东财行业分类,004005001004,油田服务,004005001,,2026-03-17 16:02:24.295
东财行业分类,004005002,煤炭,004005,,2026-03-17 16:02:24.295
东财行业分类,004005002001,煤炭开采洗选,004005002,,2026-03-17 16:02:24.295
东财行业分类,004005002002,焦炭,004005002,,2026-03-17 16:02:24.295
东财行业分类,004006,基础化工,004,,2026-03-17 16:02:24.295
东财行业分类,004006001,化学原料,004006,,2026-03-17 16:02:24.295
东财行业分类,004006001001,纯碱,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006001002,氯碱,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006001003,氟化工,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006001004,磷化工,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006001005,聚氨酯,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006001006,无机盐,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006001007,其他化学原料,004006001,,2026-03-17 16:02:24.295
东财行业分类,004006002,化肥农药,004006,,2026-03-17 16:02:24.295
东财行业分类,004006002001,氮肥,004006002,,2026-03-17 16:02:24.295
东财行业分类,004006002002,磷肥,004006002,,2026-03-17 16:02:24.295
东财行业分类,004006002003,钾肥,004006002,,2026-03-17 16:02:24.295
东财行业分类,004006002004,复合肥,004006002,,2026-03-17 16:02:24.295
东财行业分类,004006002005,农药,004006002,,2026-03-17 16:02:24.295
东财行业分类,004006003,合成纤维及树脂,004006,,2026-03-17 16:02:24.295
东财行业分类,004006003001,涤纶,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003002,锦纶,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003003,氨纶,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003004,粘胶纤维,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003005,合成树脂,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003006,维纶,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003007,玻纤,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006003008,其他纤维,004006003,,2026-03-17 16:02:24.295
东财行业分类,004006004,化学制品,004006,,2026-03-17 16:02:24.295
东财行业分类,004006004001,日用化学品,004006004,,2026-03-17 16:02:24.295
东财行业分类,004006004002,民爆用品,004006004,,2026-03-17 16:02:24.295
东财行业分类,004006004003,涂料涂漆,004006004,,2026-03-17 16:02:24.295
东财行业分类,004006004004,印染化学品,004006004,,2026-03-17 16:02:24.295
东财行业分类,004006004005,塑料制品,004006004,,2026-03-17 16:02:24.295
东财行业分类,004006004006,其他化学制品,004006004,,2026-03-17 16:02:24.295
东财行业分类,004006005,化学新材料,004006,,2026-03-17 16:02:24.295
东财行业分类,004006005001,化学新材料,004006005,,2026-03-17 16:02:24.295
东财行业分类,004006006,橡胶制品,004006,,2026-03-17 16:02:24.295
东财行业分类,004006006001,轮胎,004006006,,2026-03-17 16:02:24.295
东财行业分类,004006006002,其他橡胶制品,004006006,,2026-03-17 16:02:24.295
东财行业分类,004007,钢铁,004,,2026-03-17 16:02:24.295
东财行业分类,004007001,钢铁,004007,,2026-03-17 16:02:24.295
东财行业分类,004007001001,普钢,004007001,,2026-03-17 16:02:24.295
东财行业分类,004007001002,特钢,004007001,,2026-03-17 16:02:24.295
东财行业分类,004007002,铁矿石,004007,,2026-03-17 16:02:24.295
东财行业分类,004007002001,铁矿石,004007002,,2026-03-17 16:02:24.295
东财行业分类,004008,有色金属,004,,2026-03-17 16:02:24.295
东财行业分类,004008001,基本金属,004008,,2026-03-17 16:02:24.295
东财行业分类,004008001001,铝,004008001,,2026-03-17 16:02:24.295
东财行业分类,004008001002,铜,004008001,,2026-03-17 16:02:24.295
东财行业分类,004008001003,铅锌,004008001,,2026-03-17 16:02:24.295
东财行业分类,004008001004,锡,004008001,,2026-03-17 16:02:24.295
东财行业分类,004008002,贵金属,004008,,2026-03-17 16:02:24.295
东财行业分类,004008002001,黄金,004008002,,2026-03-17 16:02:24.295
东财行业分类,004008003,稀有金属,004008,,2026-03-17 16:02:24.295
东财行业分类,004008003001,稀土,004008003,,2026-03-17 16:02:24.295
东财行业分类,004008003002,钨,004008003,,2026-03-17 16:02:24.295
东财行业分类,004008003003,锂,004008003,,2026-03-17 16:02:24.295
东财行业分类,004008003004,其他稀有小金属,004008003,,2026-03-17 16:02:24.295
东财行业分类,004008004,金属非金属新材料,004008,,2026-03-17 16:02:24.295
东财行业分类,004008004001,磁性材料,004008004,,2026-03-17 16:02:24.295
东财行业分类,004008004002,电池材料,004008004,,2026-03-17 16:02:24.295
东财行业分类,004008004003,其他金属新材料,004008004,,2026-03-17 16:02:24.295
东财行业分类,004008004004,非金属新材料,004008004,,2026-03-17 16:02:24.295
东财行业分类,004009,机械设备,004,,2026-03-17 16:02:24.295
东财行业分类,004009001,通用设备,004009,,2026-03-17 16:02:24.295
东财行业分类,004009001001,机床设备,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009001002,起重运输设备,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009001003,内燃机,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009001004,制冷空调设备,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009001005,基础件,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009001006,仪器仪表,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009001007,其他通用机械,004009001,,2026-03-17 16:02:24.295
东财行业分类,004009002,专用设备,004009,,2026-03-17 16:02:24.295
东财行业分类,004009002001,工程机械,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002002,矿山冶金机械,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002003,纺织服装机械,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002004,楼宇设备,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002005,环保设备,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002006,农用机械,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002007,印刷包装机械,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009002008,其他专用机械,004009002,,2026-03-17 16:02:24.295
东财行业分类,004009003,金属制品,004009,,2026-03-17 16:02:24.295
东财行业分类,004009003001,金属制品,004009003,,2026-03-17 16:02:24.295
东财行业分类,004009004,机器人,004009,,2026-03-17 16:02:24.295
东财行业分类,004009004001,工业机器人,004009004,,2026-03-17 16:02:24.295
东财行业分类,004009004002,服务机器人,004009004,,2026-03-17 16:02:24.295
东财行业分类,004010,国防与装备,004,,2026-03-17 16:02:24.295
东财行业分类,004010001,航空航天装备,004010,,2026-03-17 16:02:24.295
东财行业分类,004010001001,航天装备,004010001,,2026-03-17 16:02:24.295
东财行业分类,004010001002,航空装备,004010001,,2026-03-17 16:02:24.295
东财行业分类,004010002,地面装备,004010,,2026-03-17 16:02:24.295
东财行业分类,004010002001,地面装备,004010002,,2026-03-17 16:02:24.295
东财行业分类,004010003,船舶与海洋装备,004010,,2026-03-17 16:02:24.295
东财行业分类,004010003001,船舶制造,004010003,,2026-03-17 16:02:24.295
东财行业分类,004010003002,海洋工程装备,004010003,,2026-03-17 16:02:24.295
东财行业分类,004011,交运设备,004,,2026-03-17 16:02:24.295
东财行业分类,004011001,汽车,004011,,2026-03-17 16:02:24.295
东财行业分类,004011001001,乘用车,004011001,,2026-03-17 16:02:24.295
东财行业分类,004011001002,商用车,004011001,,2026-03-17 16:02:24.295
东财行业分类,004011001003,其他专用车辆,004011001,,2026-03-17 16:02:24.295
东财行业分类,004011001004,汽车零部件,004011001,,2026-03-17 16:02:24.295
东财行业分类,004011001005,汽车销售,004011001,,2026-03-17 16:02:24.295
东财行业分类,004011001006,汽车服务,004011001,,2026-03-17 16:02:24.295
东财行业分类,004011002,摩托车,004011,,2026-03-17 16:02:24.295
东财行业分类,004011002001,摩托车,004011002,,2026-03-17 16:02:24.295
东财行业分类,004011003,铁路设备,004011,,2026-03-17 16:02:24.295
东财行业分类,004011003001,铁路车辆及动车组,004011003,,2026-03-17 16:02:24.295
东财行业分类,004011003002,铁路专用设备及器材,004011003,,2026-03-17 16:02:24.295
东财行业分类,004011003003,其他铁路设备,004011003,,2026-03-17 16:02:24.295
东财行业分类,004011004,其他交运设备,004011,,2026-03-17 16:02:24.295
东财行业分类,004011004001,其他交运设备,004011004,,2026-03-17 16:02:24.295
东财行业分类,004011005,轨道交通设备,004011,,2026-03-17 16:02:24.295
东财行业分类,004011005001,轨道交通设备,004011005,,2026-03-17 16:02:24.295
东财行业分类,004012,电气设备,004,,2026-03-17 16:02:24.295
东财行业分类,004012001,电机,004012,,2026-03-17 16:02:24.295
东财行业分类,004012001001,电机,004012001,,2026-03-17 16:02:24.295
东财行业分类,004012002,输变电设备,004012,,2026-03-17 16:02:24.295
东财行业分类,004012002001,电气自控设备,004012002,,2026-03-17 16:02:24.295
东财行业分类,004012002002,电线电缆,004012002,,2026-03-17 16:02:24.295
东财行业分类,004012002003,电气仪表,004012002,,2026-03-17 16:02:24.295
东财行业分类,004012002004,其他输变电设备,004012002,,2026-03-17 16:02:24.295
东财行业分类,004012003,电源设备,004012,,2026-03-17 16:02:24.295
东财行业分类,004012003001,太阳能,004012003,,2026-03-17 16:02:24.295
东财行业分类,004012003002,风能,004012003,,2026-03-17 16:02:24.295
东财行业分类,004012003003,核能,004012003,,2026-03-17 16:02:24.295
东财行业分类,004012003004,综合电力设备商,004012003,,2026-03-17 16:02:24.295
东财行业分类,004012003005,储能设备,004012003,,2026-03-17 16:02:24.295
东财行业分类,004012003006,其他电源设备,004012003,,2026-03-17 16:02:24.295
东财行业分类,004012004,其他电气设备,004012,,2026-03-17 16:02:24.295
东财行业分类,004012004001,其他电气设备,004012004,,2026-03-17 16:02:24.295
东财行业分类,004013,家电,004,,2026-03-17 16:02:24.295
东财行业分类,004013001,白色家电,004013,,2026-03-17 16:02:24.295
东财行业分类,004013001001,白色家电,004013001,,2026-03-17 16:02:24.295
东财行业分类,004013002,视听器材,004013,,2026-03-17 16:02:24.295
东财行业分类,004013002001,视听器材,004013002,,2026-03-17 16:02:24.295
东财行业分类,004013003,小家电,004013,,2026-03-17 16:02:24.295
东财行业分类,004013003001,小家电,004013003,,2026-03-17 16:02:24.295
东财行业分类,004013004,照明设备,004013,,2026-03-17 16:02:24.295
东财行业分类,004013004001,照明设备,004013004,,2026-03-17 16:02:24.295
东财行业分类,004013005,其他家电,004013,,2026-03-17 16:02:24.295
东财行业分类,004013005001,其他家电,004013005,,2026-03-17 16:02:24.295
东财行业分类,004014,电子设备,004,,2026-03-17 16:02:24.295
东财行业分类,004014001,半导体,004014,,2026-03-17 16:02:24.295
东财行业分类,004014001001,半导体分立器件,004014001,,2026-03-17 16:02:24.295
东财行业分类,004014001002,集成电路,004014001,,2026-03-17 16:02:24.295
东财行业分类,004014001003,半导体材料,004014001,,2026-03-17 16:02:24.295
东财行业分类,004014002,电子元件,004014,,2026-03-17 16:02:24.295
东财行业分类,004014002001,电子元件,004014002,,2026-03-17 16:02:24.295
东财行业分类,004014003,电子器件,004014,,2026-03-17 16:02:24.295
东财行业分类,004014003001,显示器件,004014003,,2026-03-17 16:02:24.295
东财行业分类,004014003002,其他电子器件,004014003,,2026-03-17 16:02:24.295
东财行业分类,004014004,电子设备制造,004014,,2026-03-17 16:02:24.295
东财行业分类,004014004001,电子设备制造,004014004,,2026-03-17 16:02:24.295
东财行业分类,004014005,光电子器件,004014,,2026-03-17 16:02:24.295
东财行业分类,004014005001,LED,004014005,,2026-03-17 16:02:24.295
东财行业分类,004014005002,光学元件,004014005,,2026-03-17 16:02:24.295
东财行业分类,004014006,消费电子设备,004014,,2026-03-17 16:02:24.295
东财行业分类,004014006001,消费电子设备,004014006,,2026-03-17 16:02:24.295
东财行业分类,004015,信息技术,004,,2026-03-17 16:02:24.295
东财行业分类,004015001,计算机硬件,004015,,2026-03-17 16:02:24.295
东财行业分类,004015001001,PC、服务器及硬件,004015001,,2026-03-17 16:02:24.295
东财行业分类,004015001002,专用计算机设备,004015001,,2026-03-17 16:02:24.295
东财行业分类,004015002,计算机软件,004015,,2026-03-17 16:02:24.295
东财行业分类,004015002001,基础软件,004015002,,2026-03-17 16:02:24.295
东财行业分类,004015002002,行业应用软件,004015002,,2026-03-17 16:02:24.295
东财行业分类,004015002003,其他软件服务,004015002,,2026-03-17 16:02:24.295
东财行业分类,004015003,通信设备,004015,,2026-03-17 16:02:24.295
东财行业分类,004015003001,通信终端设备,004015003,,2026-03-17 16:02:24.295
东财行业分类,004015003002,通信传输设备,004015003,,2026-03-17 16:02:24.295
东财行业分类,004015003003,通信配套服务,004015003,,2026-03-17 16:02:24.295
东财行业分类,004015004,通信运营,004015,,2026-03-17 16:02:24.295
东财行业分类,004015004001,通信运营,004015004,,2026-03-17 16:02:24.295
东财行业分类,004015005,卫星应用,004015,,2026-03-17 16:02:24.295
东财行业分类,004015005001,卫星应用,004015005,,2026-03-17 16:02:24.295
东财行业分类,004016,文化传媒,004,,2026-03-17 16:02:24.295
东财行业分类,004016001,平面媒体,004016,,2026-03-17 16:02:24.295
东财行业分类,004016001001,平面媒体,004016001,,2026-03-17 16:02:24.295
东财行业分类,004016002,广播电视,004016,,2026-03-17 16:02:24.295
东财行业分类,004016002001,有线电视,004016002,,2026-03-17 16:02:24.295
东财行业分类,004016002002,网络电视,004016002,,2026-03-17 16:02:24.295
东财行业分类,004016003,营销服务,004016,,2026-03-17 16:02:24.295
东财行业分类,004016003001,营销服务,004016003,,2026-03-17 16:02:24.295
东财行业分类,004016004,影视动漫,004016,,2026-03-17 16:02:24.295
东财行业分类,004016004001,影视,004016004,,2026-03-17 16:02:24.295
东财行业分类,004016004002,动漫,004016004,,2026-03-17 16:02:24.295
东财行业分类,004016005,体育,004016,,2026-03-17 16:02:24.295
东财行业分类,004016005001,赛事运营与传播,004016005,,2026-03-17 16:02:24.295
东财行业分类,004016005002,体育彩票,004016005,,2026-03-17 16:02:24.295
东财行业分类,004016005003,体育服务,004016005,,2026-03-17 16:02:24.295
东财行业分类,004016006,教育,004016,,2026-03-17 16:02:24.295
东财行业分类,004016006001,幼儿教育,004016006,,2026-03-17 16:02:24.295
东财行业分类,004016006002,成人教育,004016006,,2026-03-17 16:02:24.295
东财行业分类,004016006003,在线教育,004016006,,2026-03-17 16:02:24.295
东财行业分类,004016006004,教育信息化服务,004016006,,2026-03-17 16:02:24.295
东财行业分类,004017,互联网,004,,2026-03-17 16:02:24.295
东财行业分类,004017001,互联网服务,004017,,2026-03-17 16:02:24.295
东财行业分类,004017001001,网络媒体,004017001,,2026-03-17 16:02:24.295
